d3mIndex,FICE,College_name,State,Type,Average_salary-full_professors,Average_salary-associate_professors,Average_salary-assistant_professors,Average_salary-all_ranks,Average_compensation-full_professors,Average_compensation-associate_professors,Average_compensation-assistant_professors,Average_compensation-all_ranks,Number_of_full_professors,Number_of_associate_professors,Number_of_assistant_professors,Number_of_instructors,Number_of_faculty-all_ranks
920,3988,Neumann_College,PA,IIB,,328.0,296.0,307,,457.0,399.0,415,5,9,27,3,44
921,6965,Penn_State_Univ-Main_Campus,PA,I,721.0,509.0,417.0,522,887.0,642.0,525.0,652,622,449,427,160,1799
922,9235,Clarion_University_of_Penn,PA,IIA,649.0,539.0,419.0,517,824.0,694.0,549.0,665,100,92,110,22,324
923,3401,Brown_University,RI,I,752.0,515.0,433.0,625,956.0,659.0,554.0,797,286,100,111,0,514
924,3402,Bryant_College,RI,IIB,632.0,582.0,502.0,556,812.0,746.0,629.0,709,40,43,45,0,135
925,3406,Providence_College,RI,IIA,633.0,526.0,418.0,489,827.0,712.0,544.0,646,43,68,93,15,219
926,3407,Rhode_Island_College,RI,IIA,518.0,442.0,381.0,453,675.0,581.0,504.0,594,125,101,96,1,323
927,3409,Rhode_Island_School_Design,RI,IIB,558.0,427.0,351.0,444,739.0,576.0,484.0,598,35,49,34,0,118
928,3411,Salve_Regina_University,RI,IIA,495.0,397.0,327.0,385,620.0,496.0,406.0,481,29,43,37,14,124
929,3414,University_of_Rhode_Island,RI,I,630.0,473.0,416.0,541,813.0,622.0,548.0,703,334,187,135,3,659
930,4917,Roger_Williams_University,RI,IIB,,,,464,,,,605,0,0,0,0,104
931,3419,Charleston_Southern_Univ,SC,IIB,429.0,356.0,299.0,327,518.0,430.0,359.0,395,12,20,29,6,72
932,3420,Benedict_College,SC,IIB,320.0,260.0,241.0,257,381.0,311.0,289.0,308,21,10,29,18,78
933,3422,Central_Wesleyan_College,SC,IIB,293.0,247.0,214.0,264,366.0,311.0,261.0,329,20,7,9,0,36
934,3423,Citadel_Military_Collof_SC,SC,IIA,469.0,405.0,332.0,421,576.0,502.0,415.0,520,65,59,24,0,148
935,3425,Clemson_University,SC,I,602.0,441.0,375.0,466,728.0,544.0,465.0,571,296,224,191,42,801
936,3427,Coker_College,SC,IIB,425.0,359.0,318.0,358,521.0,425.0,378.0,430,14,9,18,2,43
937,3428,College_of_Charleston,SC,IIA,475.0,410.0,320.0,374,581.0,505.0,399.0,462,68,102,118,32,320
938,3430,Columbia_College,SC,IIB,415.0,355.0,330.0,358,515.0,441.0,402.0,442,23,25,15,9,76
939,3431,Converse_College,SC,IIB,467.0,384.0,317.0,372,582.0,495.0,402.0,473,12,31,23,3,69
940,3432,Erskine_College,SC,IIB,420.0,,297.0,355,527.0,,366.0,444,19,5,14,2,40
941,3434,Furman_University,SC,IIB,551.0,414.0,343.0,453,719.0,530.0,430.0,583,86,39,54,6,185
942,3435,Lander_University,SC,IIB,453.0,381.0,343.0,380,557.0,472.0,427.0,470,34,31,41,4,114
943,3436,Limestone_College,SC,IIB,277.0,282.0,250.0,264,319.0,328.0,287.0,303,7,8,11,2,28
944,3439,Morris_College,SC,IIB,,278.0,252.0,269,,314.0,285.0,303,5,16,21,4,46
945,3440,Newberry_College,SC,IIB,351.0,290.0,243.0,287,411.0,344.0,290.0,339,11,19,11,5,46
946,3445,Presbyterian_College,SC,IIB,503.0,376.0,316.0,397,637.0,478.0,395.0,501,26,22,22,5,75
947,3446,South_Carolina_State_College,SC,IIB,458.0,379.0,307.0,350,561.0,467.0,382.0,432,59,58,77,36,255
948,3448,Univ_South_Carolina-Main,SC,I,585.0,436.0,385.0,475,705.0,532.0,472.0,577,417,335,194,60,1034
949,3449,Univ_South_Carolina-Aiken,SC,IIB,461.0,392.0,317.0,374,563.0,481.0,392.0,457,30,39,36,12,117
950,3451,Coastal_Carolina_University,SC,IIB,437.0,377.0,314.0,340,535.0,464.0,389.0,419,23,43,49,28,143
951,3455,Voorhees_College,SC,IIB,,,254.0,233,,,287.0,265,1,3,12,14,30
952,3456,Winthrop_University,SC,IIA,464.0,378.0,327.0,378,578.0,474.0,413.0,474,73,78,70,19,242
953,3457,Wofford_College,SC,IIB,537.0,413.0,367.0,448,662.0,519.0,469.0,560,24,27,11,2,64
954,6951,Univ_South_Carolina-Sprtbrg,SC,IIB,433.0,368.0,303.0,366,529.0,452.0,376.0,450,49,43,16,21,132
955,9226,Francis_Marion_University,SC,IIB,476.0,394.0,328.0,387,585.0,488.0,410.0,480,64,37,40,25,166
956,3458,Augustana_College,SD,IIB,434.0,382.0,322.0,364,576.0,519.0,429.0,487,34,22,45,7,108
957,3459,Black_Hills_State_University,SD,IIB,410.0,341.0,303.0,329,487.0,409.0,366.0,396,24,13,50,11,98
958,3461,Dakota_Wesleyan_University,SD,IIB,,290.0,246.0,257,,356.0,302.0,317,4,11,13,7,36
959,3463,Dakota_State_University,SD,IIB,469.0,357.0,349.0,351,554.0,427.0,419.0,420,9,11,24,12,56
960,3466,Northern_State_University,SD,IIA,417.0,333.0,297.0,337,498.0,402.0,362.0,407,27,30,35,12,104
961,3469,Sioux_Falls_College,SD,IIB,376.0,308.0,289.0,311,463.0,388.0,364.0,391,7,12,15,2,36
962,3470,South_Dakota_SchMin_and__Tech,SD,IIA,473.0,414.0,362.0,419,562.0,495.0,435.0,500,45,28,26,5,104
963,3471,South_Dakota_State_Univ,SD,IIA,440.0,368.0,326.0,368,521.0,440.0,392.0,440,132,67,122,44,367
964,10300,University_of_South_Dakota,SD,I,480.0,364.0,340.0,362,570.0,438.0,410.0,436,88,75,134,55,352
965,3478,Austin_Peay_State_University,TN,IIA,482.0,362.0,314.0,374,581.0,445.0,390.0,458,86,47,102,17,252
966,3479,Belmont_University,TN,IIA,484.0,372.0,315.0,382,573.0,445.0,377.0,455,42,54,45,7,148
967,3480,Bethel_College,TN,IIB,287.0,,255.0,262,345.0,,307.0,323,9,4,9,5,27
968,3481,Carson-Newman_College,TN,IIB,393.0,334.0,286.0,324,475.0,405.0,339.0,390,32,33,41,11,117
969,3482,Christian_Brothers_Univ,TN,IIB,414.0,347.0,312.0,345,509.0,435.0,395.0,432,22,28,32,4,86
970,3486,David_Lipscomb_University,TN,IIB,453.0,374.0,308.0,365,561.0,473.0,374.0,451,33,22,25,17,97
971,3487,East_Tennessee_State_Univ,TN,IIA,519.0,449.0,358.0,411,629.0,548.0,441.0,504,129,124,165,68,486
972,3490,Fisk_University,TN,IIB,383.0,369.0,269.0,319,451.0,437.0,314.0,375,17,19,17,2,65
973,3492,Freed-Hardeman_University,TN,IIB,382.0,326.0,271.0,305,454.0,401.0,346.0,374,16,23,20,9,69
974,3498,Lambuth_University,TN,IIB,316.0,288.0,283.0,294,405.0,380.0,363.0,379,15,9,16,2,42
975,3500,Lee_College,TN,IIB,350.0,320.0,284.0,297,431.0,407.0,334.0,360,12,20,29,13,74
976,3505,Maryville_College,TN,IIB,429.0,351.0,289.0,338,520.0,419.0,348.0,406,12,14,19,4,49
977,3509,Memphis_State_University,TN,I,558.0,425.0,376.0,443,674.0,522.0,464.0,542,264,194,193,71,722
978,3510,Middle_Tenn_State_Univ,TN,IIA,542.0,418.0,336.0,410,654.0,511.0,416.0,501,202,167,224,76,669
979,3511,Milligan_College,TN,IIB,398.0,334.0,291.0,347,465.0,404.0,337.0,410,21,16,15,0,52
980,3518,Southern_CSeventh-Day_Advts,TN,IIB,270.0,261.0,249.0,260,348.0,331.0,322.0,334,34,32,19,5,90
981,3519,Rhodes_College,TN,IIB,575.0,446.0,353.0,430,741.0,566.0,428.0,538,23,37,46,4,110
982,3522,Tennessee_State_University,TN,IIA,477.0,418.0,330.0,407,595.0,524.0,420.0,512,111,78,71,28,288
983,3523,Tennessee_Technological_Univ,TN,IIA,547.0,424.0,346.0,436,664.0,527.0,439.0,540,146,98,100,32,376
984,3527,Tusculum_College,TN,IIB,353.0,327.0,290.0,314,426.0,396.0,340.0,373,6,7,14,0,27
985,3528,Union_University,TN,IIB,396.0,361.0,318.0,332,496.0,454.0,396.0,414,18,22,52,20,112
986,3529,Univ_of_Tennat_Chattanooga,TN,IIA,494.0,420.0,365.0,428,628.0,525.0,452.0,538,113,60,79,11,263
987,3530,Univof_Tennessee-Knoxville,TN,I,600.0,454.0,402.0,501,756.0,570.0,500.0,630,535,325,202,65,1139
988,3531,Univof_Tennessee-Martin,TN,IIA,473.0,409.0,337.0,413,615.0,509.0,426.0,527,103,57,48,17,225
989,3534,University_of_the_South,TN,IIB,578.0,427.0,347.0,485,759.0,571.0,447.0,636,53,20,18,6,99
990,3535,Vanderbilt_University,TN,I,807.0,522.0,432.0,612,988.0,651.0,538.0,756,289,160,177,9,657
991,6725,Univ_of_Tennessee-_Memphis,TN,I,605.0,461.0,403.0,486,757.0,576.0,502.0,607,53,60,40,11,164
992,3537,Abilene_Christian_University,TX,IIA,424.0,375.0,339.0,376,555.0,491.0,418.0,494,68,42,36,14,160
993,3541,Angelo_State_University,TX,IIB,485.0,425.0,369.0,398,618.0,549.0,484.0,517,68,27,40,45,180
994,3543,Austin_College,TX,IIB,508.0,394.0,320.0,418,629.0,500.0,390.0,518,37,20,23,4,84
995,3564,East_Texas_Baptist_Univ,TX,IIB,377.0,318.0,325.0,329,460.0,409.0,403.0,409,19,9,17,10,55
996,3565,East_Texas_State_University,TX,IIA,494.0,378.0,351.0,418,625.0,487.0,456.0,536,107,66,58,13,248
997,3571,Hardin-Simmons_University,TX,IIA,378.0,311.0,295.0,330,457.0,380.0,357.0,400,39,11,25,9,84
998,3576,Houston_Baptist_University,TX,IIA,408.0,363.0,314.0,345,507.0,456.0,397.0,434,34,19,43,15,111
999,3581,Lamar_University-Beaumont,TX,IIA,482.0,382.0,334.0,361,591.0,475.0,417.0,447,82,81,91,64,343
1000,3584,LeTourneau_University,TX,IIB,404.0,343.0,319.0,349,525.0,431.0,428.0,449,15,18,11,6,50
1001,3592,Midwestern_State_University,TX,IIA,491.0,418.0,362.0,399,613.0,528.0,463.0,505,42,45,54,20,162
1002,3594,University_of_North_Texas,TX,I,551.0,443.0,382.0,448,674.0,550.0,479.0,555,249,203,234,5,751
1003,3598,Our_Lady_of_the_Lake_Univ,TX,IIA,499.0,405.0,346.0,379,577.0,469.0,399.0,437,24,25,30,21,101
1004,3599,Univ_of_Texas-Pan_AmerUniv,TX,IIA,503.0,426.0,343.0,367,625.0,536.0,439.0,467,63,85,109,109,369
1005,3604,Rice_University,TX,I,809.0,548.0,481.0,663,992.0,682.0,593.0,816,224,89,91,8,422
1006,3606,Sam_Houston_State_University,TX,IIA,497.0,403.0,341.0,408,633.0,523.0,451.0,529,147,63,116,10,365
1007,3610,Schreiner_College,TX,IIB,354.0,300.0,257.0,282,425.0,363.0,313.0,343,12,8,8,12,40
1008,3613,Southern_Methodist_Univ,TX,I,733.0,505.0,463.0,550,918.0,636.0,570.0,687,158,154,135,5,483
1009,3615,Southwest_Texas_State_Univ,TX,IIA,495.0,410.0,328.0,385,619.0,521.0,426.0,492,209,135,204,53,662
1010,3620,Southwestern_University,TX,IIB,627.0,470.0,373.0,478,763.0,581.0,465.0,590,22,33,25,3,83
1011,3621,St_Edwards_University,TX,IIB,469.0,385.0,331.0,380,552.0,454.0,392.0,448,12,45,24,2,83
1012,3623,St_Marys_University,TX,IIA,652.0,474.0,383.0,502,744.0,560.0,452.0,585,58,57,49,5,169
1013,3624,Stephen_FAustin_State_Univ,TX,IIA,473.0,379.0,338.0,380,582.0,478.0,434.0,481,138,74,114,37,391
1014,3625,Sul_Ross_State_University,TX,IIB,440.0,368.0,310.0,354,562.0,474.0,410.0,462,34,15,24,8,95
1015,3630,Prairie_View_A_and_M_University,TX,IIA,485.0,421.0,347.0,369,616.0,542.0,455.0,481,34,58,64,73,232
1016,3631,Tarleton_State_University,TX,IIA,446.0,399.0,347.0,354,570.0,516.0,455.0,462,42,48,48,62,204
1017,3636,Texas_Christian_University,TX,I,654.0,477.0,423.0,511,811.0,599.0,518.0,632,107,109,99,9,336
1018,3639,Texas_A_and_M_Univ-Kingsville,TX,IIA,467.0,393.0,348.0,386,589.0,502.0,450.0,494,72,51,41,12,192
1019,3641,Texas_Lutheran_College,TX,IIB,458.0,370.0,313.0,365,564.0,456.0,386.0,449,20,13,20,8,61
1020,3642,Texas_Southern_University,TX,I,551.0,455.0,366.0,423,684.0,573.0,469.0,535,83,82,104,50,331
1021,3644,Texas_Tech_University,TX,I,610.0,429.0,363.0,468,762.0,550.0,472.0,595,270,216,220,14,742
1022,3645,Texas_Wesleyan_University,TX,IIB,456.0,536.0,298.0,439,570.0,656.0,370.0,544,42,30,15,9,96
1023,3646,Texas_Womans_University,TX,I,499.0,401.0,342.0,396,623.0,507.0,438.0,501,93,107,101,40,353
1024,3647,Trinity_University,TX,IIA,696.0,477.0,389.0,548,860.0,610.0,497.0,686,95,61,57,3,216
1025,3651,University_of_Dallas,TX,IIA,474.0,432.0,364.0,395,578.0,550.0,446.0,489,23,35,25,1,108
1026,3652,University_of_Houston,TX,I,681.0,462.0,398.0,520,836.0,585.0,510.0,651,341,288,238,24,903
1027,3656,Univ_of_Texas_at_Arlington,TX,I,581.0,438.0,395.0,455,724.0,557.0,506.0,577,185,224,137,0,608
1028,3658,Univ_of_Texas_at_Austin,TX,I,732.0,476.0,432.0,577,888.0,599.0,548.0,713,997,439,480,30,2099
1029,3661,Univ_of_Texas_at_El_Paso,TX,IIA,522.0,417.0,365.0,404,679.0,552.0,488.0,535,101,122,142,10,423
1030,3663,Wayland_Baptist_Univ,TX,IIB,433.0,278.0,252.0,311,502.0,338.0,362.0,387,18,19,15,10,62
1031,3665,West_Texas_A_and_M_University,TX,IIA,467.0,358.0,326.0,340,583.0,457.0,419.0,435,65,35,58,58,228
1032,6967,Baylor_University,TX,I,619.0,474.0,397.0,476,791.0,610.0,504.0,607,226,131,103,7,601
1033,9651,Texas_A_and_M_Internatl_Univ,TX,IIB,445.0,432.0,380.0,404,570.0,554.0,494.0,522,10,16,18,4,48
1034,9741,Univ_of_Texas_at_Dallas,TX,I,661.0,505.0,451.0,557,810.0,634.0,571.0,692,89,58,59,1,207
1035,9930,Univ_of_Texas_-Permian_Bsn,TX,IIB,457.0,393.0,348.0,384,576.0,501.0,449.0,491,21,18,26,6,76
1036,10115,Univ_of_Texas_-San_Antonio,TX,IIA,546.0,441.0,379.0,429,685.0,562.0,489.0,548,61,120,108,6,314
1037,10298,Texas_A_and_M_Univat_Galveston,TX,IIB,570.0,368.0,376.0,393,714.0,475.0,482.0,503,15,15,8,0,63
1038,10366,Texas_A__and__M_University-Main,TX,I,645.0,460.0,394.0,505,798.0,587.0,509.0,637,652,424,305,2,1546
1039,11161,Texas_A_and_M_U-Corpus_Christi,TX,IIA,475.0,396.0,334.0,400,604.0,513.0,440.0,517,49,44,45,4,142
1040,11163,Univ_of_Texas_at_Tyler,TX,IIA,522.0,421.0,359.0,409,666.0,548.0,496.0,538,39,37,24,0,133
1041,11711,Univ_of_Houston-Clear_Lake,TX,IIA,558.0,479.0,409.0,467,696.0,605.0,520.0,590,48,65,45,4,174
1042,11854,University_of_Central_Texas,TX,IIB,,321.0,279.0,302,,392.0,350.0,368,2,7,8,2,19
1043,12826,Univ_of_Houston-Downtown,TX,IIB,503.0,404.0,336.0,365,628.0,507.0,429.0,463,20,53,44,1,153
1044,13231,Univ_of_Houston-Victoria,TX,IIB,,389.0,319.0,355,,498.0,411.0,456,5,11,11,2,29
1045,29269,East_Texas_State_U-Texarkana,TX,IIB,480.0,373.0,,429,616.0,490.0,,556,20,6,2,4,32
1046,3670,Brigham_Young_University,UT,I,661.0,504.0,431.0,543,851.0,668.0,577.0,711,577,382,304,49,1372
1047,3675,University_of_Utah,UT,I,615.0,432.0,383.0,498,792.0,574.0,514.0,652,388,231,216,25,860
1048,3677,Utah_State_University,UT,I,518.0,403.0,364.0,420,688.0,546.0,497.0,567,199,165,158,20,583
1049,3678,Southern_Utah_University,UT,IIB,421.0,349.0,290.0,335,546.0,473.0,413.0,459,33,48,55,11,147
1050,3680,Weber_State_University,UT,IIB,483.0,388.0,341.0,389,633.0,522.0,458.0,518,160,97,124,61,459
1051,3681,Westminster_Coll_SltLkeCy,UT,IIB,445.0,367.0,325.0,359,578.0,459.0,399.0,448,15,25,35,4,79
1052,3702,Averett_College,VA,IIB,372.0,319.0,281.0,328,454.0,395.0,342.0,400,19,15,11,3,48
1053,3704,Bridgewater_College,VA,IIB,450.0,390.0,332.0,383,563.0,483.0,417.0,479,22,15,21,4,62
1054,3705,College_of_William_and_Mary,VA,I,679.0,499.0,382.0,525,827.0,621.0,484.0,650,185,132,123,30,470
1055,3706,Christopher_Newport_Univ,VA,IIB,509.0,442.0,363.0,412,632.0,553.0,458.0,515,39,44,68,15,166
1056,3708,Eastern_Mennonite_Coll_and_Sem,VA,IIB,387.0,335.0,286.0,325,480.0,411.0,355.0,402,26,13,15,13,69
1057,3709,Emory_and_Henry_College,VA,IIB,440.0,358.0,296.0,363,531.0,439.0,351.0,438,18,19,14,3,54
1058,3711,Ferrum_College,VA,IIB,415.0,342.0,299.0,353,508.0,417.0,362.0,431,27,21,16,5,69
1059,3713,Hampden-Sydney_College,VA,IIB,529.0,397.0,338.0,417,631.0,481.0,419.0,502,28,28,13,0,80
1060,3714,Hampton_University,VA,IIA,494.0,377.0,323.0,359,568.0,440.0,374.0,415,45,86,134,13,297
1061,3715,Hollins_College,VA,IIB,498.0,398.0,306.0,388,609.0,512.0,374.0,484,18,27,23,3,71
1062,3719,Longwood_College,VA,IIB,487.0,420.0,336.0,393,611.0,529.0,431.0,497,33,50,50,17,150
1063,3720,Lynchburg_College,VA,IIA,465.0,392.0,317.0,395,567.0,484.0,396.0,486,49,36,37,3,125
1064,3721,James_Madison_University,VA,IIA,521.0,447.0,366.0,441,647.0,560.0,466.0,553,187,151,131,39,508
1065,3723,Mary_Baldwin_College,VA,IIB,457.0,370.0,311.0,362,551.0,457.0,380.0,443,13,31,25,2,71
1066,3724,Marymount_University,VA,IIA,524.0,418.0,369.0,448,616.0,493.0,434.0,528,48,30,34,0,112
1067,3728,Old_Dominion_University,VA,I,595.0,451.0,370.0,446,731.0,564.0,468.0,557,165,228,156,52,643
1068,3732,Radford_University,VA,IIA,499.0,393.0,354.0,407,613.0,488.0,443.0,505,137,119,92,43,391
1069,3733,Randolph-Macon_College,VA,IIB,522.0,395.0,313.0,399,632.0,484.0,385.0,488,22,30,21,6,79
1070,3734,Randolph-Macon_Womans_Coll,VA,IIB,495.0,411.0,337.0,409,623.0,512.0,424.0,512,17,28,18,2,65
1071,3735,Virginia_Commonwealth_Univ,VA,I,610.0,492.0,404.0,491,753.0,611.0,501.0,609,220,310,211,43,784
1072,3736,Roanoke_College,VA,IIB,494.0,408.0,338.0,412,624.0,523.0,422.0,522,27,37,28,0,92
1073,3737,Shenandoah_University,VA,IIB,463.0,387.0,330.0,392,554.0,464.0,394.0,469,32,26,25,6,89
1074,3739,Saint_Pauls_College,VA,IIB,319.0,309.0,275.0,290,399.0,368.0,341.0,357,8,9,8,8,33
1075,3742,Sweet_Briar_College,VA,IIB,539.0,433.0,372.0,468,666.0,524.0,445.0,572,28,26,11,0,65
1076,3744,University_of_Richmond,VA,IIA,711.0,550.0,418.0,565,883.0,686.0,512.0,700,80,70,72,0,222
1077,3746,Mary_Washington_College,VA,IIB,475.0,397.0,325.0,401,602.0,507.0,421.0,513,59,43,48,0,157
1078,3747,U_Va_Clinch_Valley_College,VA,IIB,445.0,352.0,313.0,350,552.0,442.0,397.0,440,17,14,18,4,58
1079,3749,George_Mason_University,VA,I,753.0,524.0,445.0,568,909.0,650.0,550.0,696,210,266,156,43,675
1080,3752,Virginia_Intermont_College,VA,IIB,332.0,318.0,279.0,307,392.0,373.0,333.0,363,7,15,12,0,34
1081,3753,Virginia_Military_Institute,VA,IIB,532.0,446.0,364.0,467,668.0,573.0,465.0,590,52,14,24,2,94
1082,3754,Virginia_PolyInst_and_StUniv,VA,I,655.0,467.0,404.0,519,802.0,582.0,506.0,641,598,526,270,91,1485
1083,3764,Virginia_State_University,VA,IIA,453.0,416.0,375.0,398,554.0,510.0,462.0,489,55,49,59,28,191
1084,3765,Norfolk_State_University,VA,IIA,492.0,429.0,355.0,406,618.0,545.0,456.0,516,83,88,92,30,297
1085,3766,Virginia_Union_University,VA,IIB,401.0,351.0,264.0,283,459.0,404.0,302.0,324,8,15,37,8,78
1086,3767,Virginia_Wesleyan_College,VA,IIB,527.0,432.0,356.0,436,643.0,534.0,447.0,538,28,11,24,9,72
1087,3768,Washington__and__Lee_University,VA,IIB,685.0,487.0,397.0,592,842.0,605.0,480.0,728,84,30,24,0,138
1088,6968,University_of_Virginia,VA,I,777.0,517.0,430.0,610,953.0,653.0,545.0,757,445,277,201,18,973
1089,10392,Liberty_University,VA,IIA,401.0,341.0,279.0,327,458.0,389.0,322.0,375,44,56,51,17,168
1090,29261,Christendom_College,VA,IIB,,,279.0,320,,,336.0,396,1,5,7,0,13
1091,3682,Bennington_College,VT,IIB,,,,373,,,,449,0,0,0,0,46
1092,3683,Castleton_State_College,VT,IIB,432.0,355.0,302.0,355,580.0,484.0,410.0,480,26,27,34,3,90
1093,3687,Green_Mountain_College,VT,IIB,416.0,355.0,309.0,342,518.0,448.0,390.0,430,9,11,10,5,35
1094,3688,Johnson_State_College,VT,IIB,423.0,349.0,303.0,342,550.0,478.0,429.0,469,14,21,29,2,66
1095,3689,Lyndon_State_College,VT,IIB,433.0,366.0,293.0,366,584.0,501.0,411.0,500,18,22,17,0,57
1096,3691,Middlebury_College,VT,IIB,678.0,469.0,398.0,512,878.0,599.0,493.0,651,68,33,56,14,182
1097,3692,Norwich_University,VT,IIA,423.0,356.0,297.0,371,545.0,468.0,394.0,484,62,51,32,1,146
1098,3694,Saint_Michaels_College,VT,IIB,501.0,414.0,344.0,404,675.0,548.0,457.0,540,33,38,46,0,122
1099,3695,Trinity_College_of_Vermont,VT,IIB,364.0,340.0,299.0,325,432.0,407.0,365.0,392,6,20,11,1,40
1100,3696,University_of_Vermont,VT,I,606.0,450.0,370.0,458,770.0,586.0,486.0,592,175,174,115,0,555
1101,3771,Central_Washington_Univ,WA,IIA,483.0,355.0,292.0,401,596.0,447.0,374.0,501,172,80,72,0,340
1102,3775,Eastern_Washington_Univ,WA,IIA,480.0,406.0,352.0,425,601.0,514.0,451.0,537,181,79,74,14,348
1103,3777,Heritage_College,WA,IIB,,359.0,319.0,322,,437.0,392.0,395,4,7,9,8,28
1104,3778,Gonzaga_University,WA,IIA,616.0,428.0,345.0,420,741.0,527.0,432.0,518,49,83,96,23,251
1105,3785,Pacific_Lutheran_University,WA,IIA,494.0,409.0,351.0,422,617.0,513.0,434.0,527,78,88,63,0,229
1106,3788,Seattle_Pacific_University,WA,IIA,457.0,388.0,335.0,390,563.0,485.0,422.0,485,50,48,34,7,144
1107,3790,Seattle_University,WA,IIA,565.0,476.0,408.0,458,674.0,572.0,495.0,551,53,88,69,14,237
1108,3794,Saint_Martins_College,WA,IIB,378.0,347.0,303.0,325,441.0,418.0,360.0,386,7,14,28,1,50
1109,3797,University_of_Puget_Sound,WA,IIB,623.0,469.0,389.0,516,788.0,599.0,495.0,655,80,44,51,0,175
1110,3798,University_of_Washington,WA,I,683.0,485.0,421.0,555,838.0,606.0,524.0,687,893,472,352,11,1906
1111,3799,Walla_Walla_College,WA,IIB,333.0,314.0,300.0,312,403.0,382.0,367.0,379,45,20,36,13,117
1112,3800,Washington_State_University,WA,I,597.0,447.0,393.0,470,734.0,559.0,488.0,584,337,281,279,62,965
1113,3802,Western_Washington_Univ,WA,IIA,537.0,444.0,371.0,462,665.0,553.0,461.0,573,153,141,67,6,385
1114,3803,Whitman_College,WA,IIB,568.0,451.0,372.0,476,717.0,571.0,468.0,602,37,32,23,1,93
1115,3804,Whitworth_College,WA,IIB,426.0,349.0,279.0,345,513.0,426.0,345.0,420,26,39,18,10,93
1116,8155,Evergreen_State_College,WA,IIB,,,,430,,,,541,0,0,0,0,154
1117,3832,Alverno_College,WI,IIB,438.0,352.0,282.0,314,511.0,411.0,332.0,368,9,31,74,0,114
1118,3835,Beloit_College,WI,IIB,521.0,409.0,357.0,453,660.0,512.0,428.0,565,42,15,22,1,80
1119,3839,Carthage_College,WI,IIB,434.0,374.0,319.0,371,556.0,485.0,406.0,475,28,18,35,0,81
1120,3842,Concordia_Univ_Wisconsin,WI,IIB,416.0,391.0,340.0,348,507.0,509.0,434.0,443,10,14,35,1,74
1121,3854,Lakeland_College,WI,IIB,406.0,,321.0,329,489.0,,384.0,393,11,3,19,8,46
1122,3856,Lawrence_University,WI,IIB,570.0,425.0,364.0,462,691.0,521.0,439.0,561,42,28,31,3,104
1123,3861,Marian_Collof_Fond_du_Lac,WI,IIB,440.0,371.0,302.0,334,548.0,464.0,373.0,414,9,17,41,4,71
1124,3863,Marquette_University,WI,I,705.0,521.0,426.0,527,884.0,662.0,525.0,662,94,238,151,0,483
1125,3868,Milwaukee_School_of_Engrg,WI,IIB,484.0,411.0,353.0,439,609.0,522.0,427.0,551,56,27,20,0,103
1126,3869,Mount_Mary_College,WI,IIB,393.0,327.0,282.0,312,493.0,393.0,327.0,371,8,19,19,6,52
1127,3875,Northland_College,WI,IIB,375.0,296.0,271.0,325,458.0,354.0,344.0,397,19,15,7,2,44
1128,3884,Ripon_College,WI,IIB,491.0,380.0,320.0,409,619.0,479.0,401.0,515,28,23,17,1,69
1129,3892,St_Norbert_College,WI,IIB,546.0,445.0,353.0,415,712.0,585.0,457.0,541,15,45,42,7,109
1130,3895,Univ_Wisconsin-Madison,WI,I,666.0,498.0,439.0,573,831.0,628.0,566.0,721,918,287,360,30,1641
1131,3896,Univ_Wisconsin-Milwaukee,WI,I,604.0,465.0,421.0,495,761.0,598.0,544.0,632,267,306,192,2,797
1132,3899,Univ_Wisconsin-Green_Bay,WI,IIA,498.0,417.0,356.0,419,638.0,541.0,468.0,543,52,55,35,3,157
1133,3911,Viterbo_College,WI,IIB,448.0,366.0,316.0,344,553.0,441.0,395.0,423,10,23,28,10,71
1134,3915,Univ_Wisconsin-Stout,WI,IIA,502.0,394.0,349.0,412,642.0,513.0,460.0,536,121,71,69,6,300
1135,3917,Univ_Wisconsin-Eau_Claire,WI,IIA,489.0,410.0,372.0,428,627.0,533.0,487.0,555,167,126,112,12,417
1136,3919,Univ_Wisconsin-La_Crosse,WI,IIA,511.0,424.0,384.0,430,653.0,549.0,502.0,556,128,103,90,8,369
1137,3921,Univ_Wisconsin-Platteville,WI,IIA,517.0,417.0,357.0,437,661.0,542.0,470.0,565,94,57,58,0,221
1138,3923,Univ_Wisconsin-River_Falls,WI,IIA,485.0,399.0,340.0,420,622.0,519.0,449.0,545,112,57,57,2,238
1139,3924,Univ_Wisconsin-Stevens_Pnt,WI,IIA,516.0,423.0,353.0,437,658.0,548.0,464.0,565,138,104,84,5,344
1140,3925,Univ_Wisconsin-Superior,WI,IIA,501.0,410.0,348.0,432,642.0,533.0,459.0,561,42,26,19,5,97
1141,3926,Univ_Wisconsin-Whitewater,WI,IIA,525.0,434.0,368.0,432,670.0,562.0,483.0,559,127,103,99,5,379
1142,5015,Univ_Wisconsin-Parkside,WI,IIA,535.0,427.0,391.0,434,680.0,553.0,510.0,561,49,58,37,1,163
1143,9630,Univ_Wisconsin-Oshkosh,WI,IIA,541.0,435.0,374.0,439,688.0,562.0,490.0,567,104,108,130,4,356
1144,3806,Alderson_Broaddus_College,WV,IIB,385.0,315.0,272.0,299,507.0,402.0,349.0,386,9,18,25,11,63
1145,3808,Bethany_College,WV,IIB,397.0,348.0,286.0,340,501.0,485.0,358.0,433,21,6,23,0,50
