d3mIndex,input1,input2,input3,input4,input5,input6,input7,input8,input9,input10,input11,input12,input13,input14,input15,input16,class
204,100.0,100.0,68.0,96.0,38.0,70.0,14.0,44.0,0.0,14.0,36.0,0.0,51.0,23.0,3.0,28.0,6
205,58.0,100.0,0.0,89.0,44.0,53.0,100.0,21.0,63.0,0.0,62.0,36.0,87.0,80.0,25.0,91.0,8
206,0.0,61.0,22.0,89.0,59.0,100.0,72.0,73.0,53.0,42.0,31.0,12.0,58.0,0.0,100.0,4.0,2
207,0.0,75.0,29.0,79.0,71.0,91.0,100.0,100.0,82.0,74.0,68.0,48.0,57.0,21.0,58.0,0.0,1
208,0.0,48.0,28.0,64.0,61.0,82.0,92.0,100.0,100.0,84.0,86.0,56.0,73.0,28.0,64.0,0.0,1
209,36.0,90.0,86.0,100.0,87.0,73.0,47.0,49.0,92.0,44.0,100.0,16.0,53.0,0.0,0.0,1.0,3
210,78.0,85.0,65.0,66.0,100.0,25.0,49.0,0.0,15.0,29.0,58.0,67.0,66.0,100.0,0.0,84.0,8
211,69.0,100.0,31.0,73.0,39.0,55.0,89.0,62.0,100.0,84.0,63.0,57.0,31.0,28.0,0.0,0.0,4
212,0.0,87.0,55.0,100.0,100.0,81.0,74.0,41.0,49.0,0.0,20.0,10.0,32.0,32.0,99.0,35.0,7
213,100.0,100.0,92.0,85.0,75.0,71.0,58.0,57.0,58.0,42.0,33.0,28.0,8.0,14.0,0.0,0.0,1
214,47.0,91.0,37.0,63.0,65.0,27.0,21.0,0.0,9.0,40.0,0.0,91.0,49.0,100.0,100.0,91.0,5
215,0.0,96.0,45.0,100.0,100.0,99.0,79.0,83.0,60.0,63.0,45.0,42.0,36.0,21.0,33.0,0.0,7
216,12.0,73.0,29.0,62.0,66.0,32.0,29.0,0.0,5.0,29.0,0.0,71.0,38.0,96.0,100.0,100.0,5
217,84.0,93.0,20.0,100.0,22.0,50.0,44.0,0.0,0.0,22.0,54.0,59.0,100.0,95.0,27.0,97.0,8
218,39.0,80.0,21.0,60.0,35.0,19.0,12.0,0.0,0.0,31.0,16.0,72.0,51.0,98.0,100.0,100.0,5
219,52.0,100.0,29.0,73.0,0.0,47.0,19.0,42.0,69.0,37.0,100.0,54.0,90.0,30.0,88.0,0.0,4
220,78.0,100.0,40.0,94.0,16.0,58.0,5.0,21.0,53.0,0.0,100.0,27.0,36.0,30.0,0.0,0.0,6
221,0.0,89.0,47.0,100.0,89.0,87.0,74.0,61.0,45.0,37.0,15.0,14.0,43.0,0.0,100.0,1.0,2
222,44.0,80.0,80.0,100.0,100.0,85.0,72.0,59.0,92.0,38.0,93.0,14.0,49.0,3.0,0.0,0.0,3
223,80.0,100.0,60.0,76.0,26.0,52.0,0.0,28.0,46.0,11.0,97.0,29.0,100.0,24.0,100.0,0.0,4
224,51.0,100.0,0.0,90.0,5.0,57.0,92.0,61.0,100.0,70.0,85.0,82.0,68.0,40.0,86.0,0.0,4
225,95.0,68.0,77.0,100.0,21.0,76.0,60.0,38.0,68.0,0.0,0.0,15.0,29.0,53.0,100.0,81.0,8
226,91.0,100.0,66.0,88.0,31.0,58.0,15.0,26.0,50.0,0.0,100.0,17.0,67.0,45.0,0.0,47.0,6
227,34.0,64.0,52.0,100.0,58.0,57.0,37.0,16.0,0.0,0.0,24.0,20.0,61.0,1.0,100.0,5.0,2
228,38.0,92.0,15.0,72.0,42.0,44.0,25.0,0.0,0.0,8.0,8.0,61.0,40.0,93.0,100.0,100.0,5
229,27.0,92.0,22.0,53.0,58.0,28.0,18.0,0.0,0.0,32.0,13.0,85.0,50.0,98.0,100.0,100.0,5
230,100.0,100.0,52.0,80.0,20.0,52.0,6.0,20.0,45.0,0.0,99.0,12.0,59.0,30.0,0.0,25.0,6
231,0.0,96.0,40.0,100.0,60.0,66.0,58.0,27.0,41.0,0.0,20.0,35.0,54.0,42.0,100.0,46.0,7
232,0.0,82.0,25.0,100.0,52.0,73.0,44.0,34.0,32.0,0.0,0.0,29.0,50.0,34.0,100.0,39.0,7
233,0.0,48.0,30.0,67.0,65.0,85.0,100.0,100.0,84.0,75.0,65.0,51.0,47.0,25.0,34.0,0.0,1
234,0.0,100.0,50.0,97.0,100.0,91.0,74.0,63.0,55.0,29.0,42.0,0.0,20.0,31.0,68.0,36.0,7
235,14.0,55.0,40.0,61.0,59.0,100.0,58.0,62.0,59.0,21.0,100.0,14.0,48.0,5.0,0.0,0.0,1
236,46.0,96.0,80.0,100.0,81.0,76.0,77.0,60.0,100.0,36.0,75.0,12.0,36.0,0.0,0.0,6.0,3
237,0.0,67.0,38.0,66.0,62.0,30.0,38.0,0.0,8.0,30.0,45.0,63.0,100.0,90.0,58.0,100.0,8
238,92.0,73.0,32.0,63.0,0.0,86.0,51.0,100.0,100.0,82.0,96.0,51.0,64.0,23.0,21.0,0.0,9
239,34.0,76.0,0.0,41.0,7.0,0.0,62.0,0.0,100.0,33.0,95.0,74.0,49.0,100.0,0.0,83.0,0
240,52.0,80.0,84.0,100.0,100.0,75.0,58.0,53.0,91.0,48.0,89.0,10.0,44.0,0.0,0.0,16.0,3
241,33.0,93.0,8.0,58.0,0.0,20.0,35.0,0.0,78.0,21.0,100.0,55.0,94.0,93.0,48.0,100.0,0
242,0.0,93.0,45.0,100.0,74.0,75.0,57.0,37.0,35.0,0.0,25.0,24.0,53.0,41.0,100.0,37.0,7
243,100.0,75.0,95.0,100.0,24.0,81.0,38.0,44.0,69.0,8.0,0.0,0.0,45.0,33.0,96.0,64.0,8
244,9.0,61.0,25.0,100.0,59.0,72.0,42.0,27.0,0.0,5.0,5.0,24.0,53.0,16.0,100.0,0.0,2
245,65.0,96.0,81.0,66.0,100.0,100.0,40.0,92.0,71.0,64.0,93.0,45.0,65.0,5.0,0.0,0.0,9
246,77.0,100.0,53.0,90.0,0.0,43.0,13.0,0.0,86.0,34.0,100.0,84.0,73.0,51.0,10.0,9.0,0
247,0.0,0.0,38.0,13.0,71.0,34.0,94.0,61.0,100.0,90.0,63.0,100.0,44.0,76.0,73.0,53.0,9
248,49.0,54.0,100.0,78.0,65.0,100.0,0.0,82.0,12.0,60.0,90.0,64.0,95.0,33.0,86.0,0.0,9
249,0.0,45.0,0.0,61.0,48.0,82.0,100.0,100.0,97.0,78.0,72.0,51.0,45.0,24.0,33.0,0.0,1
250,73.0,100.0,43.0,70.0,0.0,42.0,25.0,41.0,100.0,45.0,90.0,64.0,63.0,32.0,54.0,0.0,4
251,100.0,100.0,71.0,95.0,30.0,64.0,1.0,27.0,32.0,0.0,82.0,19.0,54.0,51.0,0.0,48.0,6
252,0.0,82.0,40.0,100.0,80.0,80.0,43.0,53.0,54.0,45.0,100.0,25.0,63.0,0.0,3.0,4.0,3
253,0.0,74.0,28.0,100.0,69.0,99.0,79.0,63.0,59.0,28.0,28.0,0.0,57.0,0.0,100.0,2.0,2
254,100.0,100.0,68.0,78.0,37.0,55.0,13.0,29.0,11.0,0.0,51.0,2.0,41.0,20.0,0.0,20.0,6
255,22.0,98.0,0.0,75.0,4.0,18.0,55.0,0.0,100.0,36.0,84.0,89.0,34.0,100.0,21.0,46.0,0
256,100.0,100.0,14.0,90.0,74.0,55.0,79.0,97.0,37.0,62.0,0.0,39.0,36.0,0.0,39.0,44.0,8
257,67.0,97.0,19.0,74.0,0.0,30.0,34.0,0.0,79.0,32.0,100.0,76.0,58.0,100.0,10.0,73.0,0
258,86.0,100.0,0.0,95.0,32.0,56.0,100.0,22.0,30.0,0.0,5.0,36.0,80.0,68.0,52.0,99.0,8
259,76.0,82.0,34.0,77.0,0.0,84.0,55.0,100.0,100.0,85.0,77.0,52.0,38.0,25.0,3.0,0.0,9
260,34.0,79.0,66.0,100.0,83.0,72.0,52.0,51.0,100.0,49.0,91.0,13.0,43.0,0.0,0.0,14.0,3
261,0.0,68.0,73.0,45.0,100.0,8.0,20.0,0.0,37.0,38.0,92.0,72.0,85.0,100.0,7.0,81.0,8
262,100.0,92.0,64.0,100.0,37.0,77.0,20.0,50.0,11.0,21.0,22.0,0.0,35.0,26.0,0.0,40.0,6
263,85.0,100.0,56.0,72.0,42.0,39.0,55.0,7.0,100.0,0.0,95.0,30.0,46.0,37.0,0.0,23.0,6
264,28.0,75.0,57.0,100.0,93.0,82.0,71.0,51.0,33.0,26.0,0.0,0.0,49.0,5.0,100.0,16.0,2
265,31.0,88.0,5.0,50.0,4.0,8.0,57.0,0.0,100.0,30.0,100.0,71.0,56.0,100.0,0.0,92.0,0
266,62.0,45.0,95.0,75.0,69.0,100.0,4.0,86.0,0.0,59.0,74.0,57.0,100.0,32.0,94.0,0.0,9
267,0.0,89.0,41.0,94.0,87.0,100.0,100.0,98.0,80.0,75.0,68.0,50.0,59.0,25.0,60.0,0.0,7
268,38.0,73.0,5.0,64.0,0.0,15.0,53.0,0.0,98.0,34.0,100.0,83.0,47.0,100.0,20.0,60.0,0
269,56.0,83.0,28.0,61.0,90.0,23.0,24.0,0.0,22.0,40.0,100.0,72.0,72.0,100.0,0.0,72.0,8
270,76.0,85.0,0.0,100.0,16.0,63.0,81.0,31.0,69.0,0.0,6.0,25.0,34.0,64.0,100.0,95.0,8
271,3.0,100.0,4.0,83.0,0.0,56.0,15.0,31.0,60.0,28.0,100.0,42.0,91.0,26.0,88.0,0.0,4
272,70.0,100.0,46.0,70.0,12.0,38.0,0.0,25.0,52.0,29.0,100.0,41.0,96.0,38.0,90.0,0.0,4
273,65.0,100.0,25.0,93.0,0.0,56.0,11.0,16.0,60.0,0.0,100.0,20.0,50.0,28.0,9.0,1.0,6
274,100.0,100.0,50.0,98.0,16.0,67.0,0.0,30.0,26.0,0.0,80.0,8.0,81.0,34.0,29.0,24.0,6
275,13.0,100.0,8.0,93.0,0.0,66.0,8.0,41.0,57.0,40.0,100.0,50.0,82.0,25.0,69.0,0.0,4
276,10.0,97.0,2.0,47.0,24.0,1.0,74.0,0.0,100.0,43.0,82.0,90.0,33.0,100.0,0.0,65.0,0
277,28.0,55.0,63.0,78.0,100.0,100.0,75.0,71.0,56.0,42.0,35.0,13.0,0.0,0.0,25.0,0.0,1
278,41.0,79.0,47.0,100.0,84.0,94.0,71.0,52.0,42.0,16.0,0.0,3.0,49.0,7.0,100.0,0.0,2
279,0.0,80.0,30.0,100.0,74.0,81.0,82.0,43.0,75.0,4.0,39.0,0.0,44.0,16.0,100.0,20.0,7
280,33.0,80.0,23.0,100.0,87.0,96.0,97.0,68.0,79.0,44.0,100.0,16.0,44.0,0.0,0.0,22.0,3
281,45.0,100.0,1.0,67.0,0.0,24.0,69.0,24.0,100.0,48.0,73.0,98.0,80.0,53.0,90.0,0.0,4
282,100.0,96.0,66.0,100.0,63.0,85.0,85.0,88.0,78.0,53.0,66.0,20.0,35.0,0.0,0.0,12.0,9
283,100.0,100.0,62.0,83.0,36.0,57.0,23.0,26.0,42.0,0.0,81.0,10.0,43.0,23.0,0.0,18.0,6
284,100.0,97.0,56.0,100.0,22.0,83.0,18.0,50.0,53.0,47.0,68.0,22.0,37.0,0.0,0.0,6.0,5
285,36.0,69.0,33.0,100.0,64.0,85.0,43.0,48.0,0.0,21.0,6.0,19.0,57.0,0.0,100.0,20.0,2
286,100.0,100.0,59.0,78.0,25.0,52.0,0.0,24.0,16.0,0.0,79.0,8.0,70.0,29.0,7.0,27.0,6
287,0.0,95.0,52.0,100.0,100.0,79.0,83.0,44.0,67.0,8.0,45.0,0.0,3.0,30.0,84.0,38.0,7
288,92.0,100.0,61.0,85.0,31.0,57.0,10.0,29.0,21.0,0.0,100.0,7.0,69.0,27.0,0.0,13.0,6
289,93.0,91.0,40.0,100.0,15.0,79.0,23.0,36.0,72.0,53.0,100.0,21.0,57.0,0.0,0.0,6.0,5
290,23.0,76.0,52.0,100.0,100.0,98.0,79.0,71.0,63.0,50.0,82.0,19.0,49.0,0.0,0.0,7.0,3
291,28.0,71.0,43.0,100.0,76.0,79.0,49.0,47.0,11.0,21.0,0.0,0.0,50.0,1.0,100.0,4.0,2
292,100.0,100.0,63.0,94.0,20.0,73.0,13.0,44.0,70.0,47.0,89.0,19.0,46.0,0.0,0.0,7.0,5
293,100.0,100.0,54.0,90.0,17.0,66.0,0.0,35.0,16.0,5.0,66.0,0.0,66.0,29.0,22.0,47.0,6
294,74.0,100.0,30.0,76.0,0.0,50.0,55.0,49.0,100.0,72.0,77.0,56.0,52.0,28.0,35.0,0.0,4
295,39.0,81.0,72.0,100.0,100.0,77.0,71.0,51.0,95.0,43.0,95.0,16.0,50.0,0.0,0.0,1.0,3
296,41.0,53.0,60.0,100.0,100.0,89.0,70.0,42.0,33.0,0.0,72.0,16.0,54.0,62.0,0.0,72.0,8
297,0.0,84.0,34.0,100.0,67.0,85.0,60.0,44.0,31.0,19.0,26.0,20.0,64.0,13.0,100.0,0.0,2
298,29.0,88.0,23.0,57.0,73.0,40.0,51.0,0.0,0.0,13.0,12.0,58.0,42.0,94.0,100.0,100.0,5
299,11.0,84.0,52.0,100.0,100.0,96.0,83.0,66.0,72.0,50.0,87.0,16.0,45.0,0.0,0.0,11.0,3
300,54.0,85.0,100.0,100.0,99.0,98.0,49.0,86.0,23.0,60.0,63.0,34.0,50.0,1.0,0.0,0.0,5
301,0.0,94.0,46.0,100.0,100.0,97.0,82.0,62.0,48.0,30.0,17.0,0.0,18.0,34.0,74.0,38.0,7
302,47.0,100.0,19.0,81.0,0.0,58.0,19.0,39.0,61.0,38.0,100.0,42.0,82.0,23.0,62.0,0.0,4
303,13.0,78.0,45.0,100.0,97.0,87.0,69.0,58.0,76.0,47.0,100.0,15.0,49.0,0.0,0.0,19.0,3
304,100.0,100.0,55.0,98.0,26.0,81.0,40.0,67.0,78.0,55.0,74.0,25.0,43.0,1.0,0.0,0.0,5
305,0.0,32.0,29.0,55.0,63.0,78.0,100.0,100.0,90.0,75.0,88.0,50.0,84.0,25.0,80.0,0.0,1
306,0.0,73.0,28.0,92.0,73.0,100.0,100.0,81.0,85.0,55.0,58.0,32.0,36.0,8.0,79.0,0.0,2
307,100.0,97.0,66.0,100.0,30.0,88.0,24.0,55.0,54.0,59.0,61.0,27.0,38.0,0.0,0.0,1.0,5
308,92.0,65.0,50.0,100.0,0.0,82.0,47.0,46.0,87.0,6.0,42.0,0.0,54.0,45.0,100.0,79.0,8
309,9.0,32.0,60.0,62.0,80.0,100.0,6.0,93.0,36.0,56.0,100.0,27.0,57.0,0.0,0.0,25.0,8
310,42.0,100.0,34.0,73.0,0.0,42.0,2.0,42.0,62.0,36.0,100.0,59.0,92.0,35.0,87.0,0.0,4
311,0.0,78.0,40.0,100.0,97.0,78.0,69.0,39.0,44.0,0.0,100.0,7.0,35.0,37.0,22.0,73.0,8
312,43.0,100.0,98.0,96.0,77.0,97.0,37.0,70.0,60.0,53.0,100.0,20.0,47.0,0.0,0.0,14.0,5
313,100.0,74.0,46.0,65.0,0.0,78.0,36.0,100.0,78.0,88.0,80.0,58.0,78.0,28.0,88.0,0.0,9
314,33.0,78.0,66.0,100.0,91.0,86.0,64.0,60.0,100.0,42.0,82.0,10.0,41.0,0.0,0.0,7.0,3
315,10.0,86.0,0.0,44.0,33.0,0.0,80.0,9.0,100.0,65.0,64.0,100.0,22.0,74.0,32.0,20.0,0
316,0.0,85.0,32.0,100.0,76.0,91.0,70.0,65.0,38.0,43.0,11.0,20.0,50.0,6.0,100.0,0.0,2
317,0.0,84.0,40.0,100.0,76.0,71.0,65.0,33.0,32.0,0.0,5.0,28.0,42.0,44.0,100.0,46.0,7
318,21.0,82.0,13.0,55.0,54.0,100.0,27.0,87.0,38.0,37.0,40.0,0.0,0.0,7.0,100.0,5.0,1
319,0.0,65.0,46.0,91.0,50.0,100.0,50.0,62.0,52.0,23.0,4.0,2.0,12.0,5.0,100.0,0.0,1
320,36.0,63.0,0.0,67.0,53.0,84.0,100.0,100.0,83.0,74.0,66.0,47.0,53.0,21.0,51.0,0.0,1
321,10.0,100.0,24.0,93.0,0.0,61.0,0.0,37.0,69.0,35.0,100.0,57.0,80.0,34.0,70.0,0.0,4
322,0.0,88.0,41.0,100.0,73.0,80.0,64.0,40.0,49.0,0.0,40.0,13.0,49.0,42.0,100.0,46.0,7
323,0.0,89.0,41.0,100.0,89.0,93.0,100.0,62.0,84.0,31.0,64.0,0.0,27.0,17.0,54.0,34.0,7
324,55.0,76.0,22.0,68.0,66.0,29.0,39.0,0.0,52.0,32.0,100.0,68.0,69.0,100.0,0.0,86.0,8
325,0.0,52.0,37.0,73.0,76.0,94.0,100.0,100.0,75.0,75.0,53.0,49.0,35.0,22.0,28.0,0.0,1
326,45.0,92.0,19.0,94.0,42.0,68.0,58.0,100.0,89.0,69.0,100.0,24.0,55.0,0.0,0.0,3.0,9
327,27.0,100.0,2.0,56.0,12.0,8.0,62.0,0.0,100.0,33.0,94.0,79.0,46.0,94.0,0.0,72.0,0
328,100.0,100.0,66.0,100.0,25.0,69.0,0.0,35.0,14.0,0.0,77.0,0.0,72.0,34.0,10.0,51.0,6
329,38.0,76.0,58.0,100.0,21.0,65.0,0.0,27.0,44.0,0.0,100.0,22.0,45.0,36.0,22.0,8.0,6
330,24.0,66.0,100.0,89.0,30.0,66.0,88.0,32.0,34.0,0.0,0.0,34.0,61.0,72.0,77.0,100.0,8
331,37.0,100.0,57.0,91.0,47.0,50.0,22.0,20.0,0.0,17.0,33.0,17.0,66.0,4.0,100.0,0.0,2
332,5.0,85.0,50.0,100.0,79.0,77.0,54.0,50.0,85.0,44.0,100.0,22.0,56.0,2.0,0.0,0.0,3
333,93.0,100.0,5.0,96.0,42.0,65.0,85.0,32.0,58.0,0.0,0.0,14.0,36.0,47.0,100.0,74.0,8
334,0.0,89.0,28.0,100.0,64.0,85.0,43.0,61.0,9.0,44.0,23.0,21.0,62.0,11.0,100.0,0.0,2
335,43.0,99.0,8.0,68.0,73.0,74.0,62.0,25.0,0.0,0.0,7.0,49.0,20.0,96.0,100.0,100.0,5
336,22.0,83.0,62.0,100.0,92.0,78.0,51.0,53.0,55.0,37.0,100.0,17.0,55.0,0.0,0.0,7.0,3
337,100.0,100.0,44.0,91.0,7.0,60.0,0.0,24.0,46.0,0.0,99.0,24.0,41.0,30.0,19.0,0.0,6
338,0.0,83.0,37.0,100.0,81.0,90.0,65.0,61.0,100.0,45.0,97.0,15.0,54.0,0.0,14.0,7.0,3
339,0.0,76.0,24.0,100.0,65.0,97.0,61.0,63.0,40.0,31.0,6.0,5.0,51.0,2.0,100.0,0.0,2
340,0.0,95.0,35.0,100.0,59.0,78.0,61.0,52.0,46.0,27.0,22.0,5.0,56.0,0.0,100.0,1.0,2
341,100.0,100.0,57.0,78.0,25.0,53.0,12.0,26.0,30.0,0.0,88.0,7.0,65.0,28.0,0.0,21.0,6
342,5.0,79.0,19.0,100.0,25.0,66.0,14.0,32.0,0.0,3.0,34.0,0.0,66.0,5.0,100.0,7.0,2
343,50.0,86.0,17.0,60.0,0.0,27.0,21.0,0.0,70.0,9.0,100.0,37.0,91.0,70.0,63.0,100.0,0
344,86.0,79.0,47.0,100.0,18.0,62.0,65.0,27.0,66.0,0.0,0.0,3.0,46.0,39.0,100.0,71.0,8
345,38.0,96.0,49.0,68.0,74.0,100.0,24.0,87.0,91.0,80.0,100.0,30.0,54.0,0.0,0.0,32.0,9
346,0.0,100.0,65.0,99.0,70.0,66.0,51.0,33.0,32.0,0.0,15.0,12.0,29.0,39.0,100.0,44.0,7
347,0.0,69.0,10.0,54.0,67.0,37.0,47.0,0.0,14.0,13.0,17.0,54.0,34.0,92.0,100.0,100.0,5
348,73.0,100.0,49.0,62.0,0.0,38.0,56.0,43.0,100.0,57.0,88.0,78.0,65.0,39.0,49.0,0.0,4
349,40.0,84.0,61.0,100.0,87.0,83.0,53.0,60.0,96.0,47.0,100.0,23.0,55.0,5.0,0.0,0.0,3
350,0.0,75.0,45.0,85.0,100.0,100.0,84.0,80.0,71.0,59.0,58.0,37.0,55.0,15.0,63.0,0.0,1
351,44.0,60.0,0.0,77.0,47.0,99.0,100.0,100.0,84.0,75.0,75.0,50.0,75.0,24.0,100.0,0.0,1
352,100.0,100.0,75.0,83.0,43.0,57.0,20.0,28.0,31.0,0.0,77.0,6.0,48.0,24.0,0.0,24.0,6
353,100.0,99.0,56.0,100.0,31.0,65.0,87.0,73.0,98.0,90.0,94.0,48.0,61.0,13.0,0.0,0.0,9
354,0.0,56.0,5.0,14.0,47.0,0.0,86.0,25.0,100.0,66.0,76.0,100.0,34.0,80.0,6.0,45.0,0
355,19.0,88.0,62.0,100.0,100.0,81.0,83.0,48.0,47.0,23.0,0.0,6.0,18.0,0.0,72.0,1.0,2
356,11.0,50.0,0.0,16.0,38.0,0.0,79.0,8.0,100.0,46.0,76.0,84.0,37.0,100.0,0.0,84.0,0
357,32.0,76.0,70.0,100.0,100.0,72.0,66.0,38.0,7.0,19.0,0.0,33.0,59.0,18.0,91.0,0.0,2
358,86.0,78.0,48.0,100.0,14.0,72.0,19.0,35.0,2.0,0.0,0.0,29.0,49.0,59.0,100.0,88.0,8
359,24.0,87.0,0.0,62.0,7.0,0.0,61.0,0.0,100.0,44.0,80.0,100.0,29.0,93.0,7.0,36.0,0
360,13.0,71.0,40.0,100.0,65.0,69.0,41.0,34.0,0.0,12.0,2.0,8.0,51.0,6.0,100.0,0.0,2
361,100.0,100.0,51.0,85.0,18.0,58.0,0.0,28.0,17.0,0.0,78.0,1.0,68.0,20.0,8.0,12.0,6
362,80.0,100.0,32.0,81.0,7.0,52.0,0.0,21.0,40.0,0.0,100.0,9.0,88.0,30.0,28.0,22.0,6
363,0.0,58.0,4.0,67.0,42.0,83.0,79.0,100.0,100.0,98.0,81.0,66.0,65.0,34.0,66.0,0.0,1
364,0.0,82.0,47.0,100.0,75.0,72.0,52.0,35.0,22.0,0.0,16.0,22.0,41.0,48.0,100.0,52.0,7
365,97.0,66.0,77.0,100.0,8.0,96.0,0.0,67.0,69.0,72.0,100.0,73.0,92.0,36.0,86.0,0.0,9
366,40.0,76.0,62.0,100.0,62.0,69.0,34.0,40.0,0.0,16.0,12.0,11.0,57.0,10.0,100.0,0.0,2
367,25.0,76.0,45.0,100.0,77.0,66.0,57.0,25.0,9.0,3.0,0.0,7.0,53.0,6.0,100.0,0.0,2
368,15.0,100.0,8.0,70.0,0.0,39.0,19.0,20.0,78.0,21.0,100.0,43.0,76.0,30.0,72.0,0.0,4
369,21.0,100.0,12.0,66.0,64.0,49.0,52.0,0.0,10.0,16.0,0.0,72.0,43.0,94.0,100.0,94.0,5
370,17.0,82.0,56.0,100.0,100.0,90.0,64.0,66.0,85.0,40.0,94.0,12.0,48.0,3.0,0.0,0.0,3
371,39.0,100.0,0.0,82.0,22.0,55.0,100.0,63.0,62.0,99.0,62.0,81.0,59.0,40.0,60.0,0.0,4
372,0.0,82.0,26.0,100.0,51.0,80.0,43.0,50.0,24.0,22.0,12.0,2.0,57.0,1.0,100.0,0.0,2
373,30.0,81.0,70.0,100.0,69.0,65.0,39.0,31.0,0.0,5.0,7.0,18.0,52.0,0.0,100.0,4.0,2
374,100.0,100.0,26.0,97.0,1.0,66.0,45.0,33.0,29.0,0.0,0.0,26.0,38.0,61.0,87.0,93.0,8
375,21.0,85.0,8.0,46.0,61.0,47.0,39.0,0.0,0.0,13.0,11.0,66.0,35.0,98.0,100.0,100.0,5
376,17.0,96.0,0.0,45.0,26.0,0.0,73.0,1.0,100.0,48.0,88.0,100.0,44.0,99.0,23.0,52.0,0
377,73.0,98.0,0.0,95.0,16.0,60.0,84.0,29.0,70.0,0.0,45.0,35.0,100.0,69.0,88.0,100.0,8
378,18.0,78.0,53.0,100.0,90.0,81.0,43.0,57.0,90.0,55.0,100.0,22.0,52.0,0.0,0.0,16.0,3
379,9.0,86.0,1.0,51.0,27.0,11.0,76.0,0.0,100.0,39.0,84.0,83.0,37.0,100.0,0.0,69.0,0
380,0.0,100.0,67.0,94.0,83.0,65.0,57.0,33.0,41.0,0.0,0.0,20.0,29.0,31.0,100.0,32.0,7
381,35.0,98.0,76.0,100.0,80.0,72.0,67.0,54.0,100.0,34.0,77.0,9.0,35.0,0.0,0.0,7.0,3
382,33.0,100.0,10.0,76.0,0.0,48.0,4.0,20.0,43.0,0.0,100.0,10.0,81.0,31.0,21.0,25.0,6
383,10.0,78.0,40.0,100.0,100.0,99.0,70.0,53.0,29.0,12.0,0.0,0.0,7.0,45.0,70.0,55.0,7
384,54.0,78.0,77.0,100.0,64.0,60.0,36.0,27.0,0.0,2.0,12.0,4.0,56.0,2.0,100.0,0.0,2
385,0.0,36.0,35.0,56.0,68.0,78.0,100.0,100.0,94.0,76.0,80.0,51.0,70.0,25.0,70.0,0.0,1
386,89.0,100.0,56.0,85.0,0.0,62.0,44.0,50.0,100.0,54.0,82.0,77.0,52.0,38.0,20.0,0.0,4
387,7.0,86.0,0.0,62.0,15.0,20.0,62.0,0.0,100.0,31.0,96.0,73.0,53.0,100.0,8.0,78.0,0
388,0.0,98.0,4.0,100.0,59.0,100.0,100.0,87.0,96.0,64.0,75.0,43.0,51.0,22.0,40.0,0.0,7
389,0.0,99.0,50.0,100.0,100.0,91.0,54.0,57.0,32.0,0.0,69.0,13.0,70.0,28.0,31.0,23.0,7
390,51.0,100.0,21.0,77.0,2.0,49.0,0.0,20.0,45.0,0.0,100.0,17.0,51.0,27.0,4.0,7.0,6
391,63.0,77.0,30.0,100.0,0.0,59.0,12.0,13.0,67.0,0.0,100.0,37.0,88.0,83.0,34.0,88.0,0
392,0.0,83.0,11.0,100.0,56.0,93.0,53.0,67.0,66.0,42.0,100.0,20.0,73.0,1.0,16.0,0.0,3
393,100.0,66.0,56.0,100.0,23.0,73.0,77.0,34.0,65.0,0.0,0.0,24.0,55.0,58.0,73.0,77.0,8
394,100.0,100.0,54.0,85.0,21.0,57.0,0.0,27.0,23.0,0.0,75.0,7.0,57.0,29.0,3.0,23.0,6
395,100.0,100.0,62.0,86.0,30.0,66.0,7.0,41.0,0.0,12.0,36.0,0.0,59.0,18.0,17.0,25.0,6
396,23.0,83.0,0.0,48.0,10.0,9.0,53.0,0.0,91.0,23.0,100.0,63.0,75.0,97.0,31.0,100.0,0
397,39.0,76.0,74.0,40.0,83.0,2.0,11.0,0.0,50.0,35.0,100.0,67.0,73.0,100.0,0.0,81.0,8
398,37.0,79.0,78.0,100.0,94.0,68.0,60.0,37.0,10.0,19.0,0.0,31.0,55.0,24.0,100.0,0.0,2
399,22.0,75.0,47.0,100.0,74.0,82.0,47.0,53.0,84.0,44.0,100.0,17.0,54.0,0.0,0.0,9.0,3
400,12.0,86.0,62.0,100.0,92.0,86.0,54.0,64.0,81.0,46.0,100.0,22.0,62.0,0.0,0.0,5.0,3
401,79.0,97.0,0.0,100.0,9.0,73.0,89.0,87.0,100.0,95.0,79.0,63.0,60.0,30.0,57.0,0.0,9
402,0.0,89.0,10.0,55.0,51.0,30.0,48.0,0.0,18.0,23.0,20.0,66.0,49.0,94.0,100.0,100.0,5
403,0.0,71.0,39.0,81.0,74.0,99.0,100.0,100.0,78.0,75.0,53.0,50.0,28.0,26.0,11.0,0.0,1
404,89.0,100.0,38.0,83.0,0.0,44.0,2.0,0.0,61.0,2.0,100.0,40.0,100.0,88.0,45.0,98.0,0
405,64.0,60.0,76.0,100.0,13.0,99.0,39.0,75.0,100.0,87.0,98.0,44.0,65.0,6.0,0.0,0.0,9
406,76.0,100.0,34.0,77.0,7.0,48.0,0.0,17.0,47.0,0.0,100.0,13.0,78.0,37.0,21.0,29.0,6
407,35.0,61.0,54.0,100.0,58.0,76.0,54.0,31.0,78.0,0.0,100.0,6.0,36.0,5.0,0.0,8.0,1
408,84.0,100.0,37.0,82.0,7.0,55.0,0.0,25.0,35.0,0.0,100.0,7.0,85.0,30.0,23.0,19.0,6
