d3mIndex,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,Class
229,35.0,technician,married,tertiary,no,0.0,yes,yes,cellular,23.0,sep,112.0,1.0,62.0,6.0,other,1
230,52.0,unknown,married,secondary,no,142.0,no,no,cellular,25.0,aug,112.0,6.0,-1.0,0.0,unknown,1
231,40.0,entrepreneur,married,tertiary,no,3571.0,no,no,unknown,9.0,jun,222.0,3.0,-1.0,0.0,unknown,1
232,44.0,technician,single,secondary,no,33.0,yes,no,cellular,13.0,may,195.0,3.0,351.0,10.0,failure,1
233,45.0,blue-collar,single,secondary,no,0.0,yes,no,cellular,26.0,jul,768.0,2.0,91.0,5.0,success,1
234,30.0,student,single,secondary,no,3096.0,no,no,cellular,26.0,jan,123.0,1.0,-1.0,0.0,unknown,1
235,48.0,technician,divorced,secondary,yes,20.0,no,no,cellular,27.0,aug,145.0,3.0,-1.0,0.0,unknown,1
236,33.0,blue-collar,married,secondary,no,3576.0,yes,no,cellular,2.0,apr,124.0,1.0,308.0,2.0,other,1
237,57.0,technician,married,unknown,no,206.0,yes,no,unknown,5.0,may,216.0,3.0,-1.0,0.0,unknown,1
238,57.0,housemaid,married,primary,no,7082.0,no,no,unknown,6.0,jun,69.0,3.0,-1.0,0.0,unknown,1
239,51.0,unemployed,married,tertiary,no,1634.0,yes,no,cellular,22.0,jul,168.0,4.0,-1.0,0.0,unknown,1
240,34.0,admin.,single,secondary,no,1.0,yes,no,cellular,22.0,jul,483.0,7.0,-1.0,0.0,unknown,1
241,50.0,self-employed,married,tertiary,no,4012.0,no,no,cellular,19.0,nov,690.0,3.0,-1.0,0.0,unknown,1
242,44.0,management,married,tertiary,no,3762.0,no,no,cellular,28.0,aug,125.0,12.0,-1.0,0.0,unknown,1
243,27.0,admin.,married,secondary,no,-247.0,yes,yes,unknown,4.0,jun,344.0,2.0,-1.0,0.0,unknown,1
244,50.0,blue-collar,married,secondary,no,606.0,yes,no,unknown,14.0,may,673.0,2.0,-1.0,0.0,unknown,1
245,36.0,management,married,tertiary,no,0.0,yes,no,cellular,28.0,jan,60.0,1.0,250.0,1.0,other,1
246,42.0,management,married,secondary,no,-189.0,yes,no,unknown,12.0,may,247.0,2.0,-1.0,0.0,unknown,1
247,32.0,unemployed,single,secondary,no,0.0,no,no,cellular,27.0,may,123.0,2.0,-1.0,0.0,unknown,1
248,42.0,management,married,tertiary,no,484.0,yes,no,cellular,11.0,jul,144.0,2.0,-1.0,0.0,unknown,1
249,43.0,technician,married,secondary,no,0.0,no,yes,cellular,8.0,may,9.0,2.0,172.0,5.0,failure,1
250,31.0,management,married,tertiary,no,395.0,yes,no,cellular,9.0,feb,155.0,3.0,-1.0,0.0,unknown,1
251,32.0,management,married,tertiary,no,2349.0,no,no,cellular,14.0,aug,134.0,5.0,-1.0,0.0,unknown,1
252,55.0,blue-collar,divorced,primary,no,410.0,no,yes,cellular,11.0,jul,221.0,2.0,-1.0,0.0,unknown,1
253,58.0,retired,married,primary,no,3401.0,yes,no,cellular,3.0,feb,84.0,3.0,265.0,2.0,failure,1
254,46.0,blue-collar,married,primary,no,222.0,no,no,cellular,8.0,aug,71.0,2.0,-1.0,0.0,unknown,1
255,55.0,blue-collar,married,secondary,no,989.0,yes,yes,unknown,23.0,may,246.0,4.0,-1.0,0.0,unknown,1
256,34.0,management,married,tertiary,no,415.0,no,yes,cellular,23.0,jul,361.0,2.0,-1.0,0.0,unknown,1
257,28.0,unemployed,single,secondary,no,16.0,no,no,cellular,12.0,aug,119.0,4.0,-1.0,0.0,unknown,1
258,42.0,technician,divorced,tertiary,no,7190.0,yes,no,cellular,29.0,jul,375.0,2.0,-1.0,0.0,unknown,1
259,29.0,blue-collar,single,secondary,no,482.0,no,yes,cellular,10.0,jul,1097.0,3.0,-1.0,0.0,unknown,2
260,54.0,housemaid,married,secondary,no,209.0,yes,yes,cellular,25.0,jul,97.0,1.0,-1.0,0.0,unknown,1
261,32.0,technician,single,secondary,no,0.0,no,no,cellular,26.0,aug,181.0,2.0,-1.0,0.0,unknown,1
262,39.0,technician,single,tertiary,no,5803.0,no,no,cellular,2.0,feb,83.0,3.0,-1.0,0.0,unknown,1
263,53.0,entrepreneur,married,tertiary,no,624.0,no,yes,cellular,21.0,jul,180.0,4.0,-1.0,0.0,unknown,1
264,58.0,technician,married,tertiary,no,883.0,no,no,cellular,18.0,aug,543.0,1.0,78.0,2.0,failure,1
265,40.0,self-employed,married,secondary,no,1516.0,yes,yes,unknown,23.0,may,373.0,1.0,-1.0,0.0,unknown,1
266,29.0,student,single,secondary,no,872.0,yes,no,unknown,7.0,may,230.0,1.0,-1.0,0.0,unknown,1
267,33.0,technician,married,tertiary,no,-988.0,yes,yes,cellular,15.0,jul,83.0,3.0,-1.0,0.0,unknown,1
268,38.0,admin.,single,secondary,no,902.0,yes,no,telephone,31.0,jul,58.0,13.0,-1.0,0.0,unknown,1
269,56.0,services,divorced,secondary,no,1007.0,no,no,cellular,29.0,jul,88.0,6.0,-1.0,0.0,unknown,1
270,40.0,services,married,secondary,no,0.0,yes,no,cellular,2.0,jun,297.0,1.0,28.0,3.0,failure,1
271,24.0,blue-collar,single,secondary,no,174.0,yes,yes,cellular,18.0,may,487.0,1.0,-1.0,0.0,unknown,2
272,46.0,management,married,secondary,no,12186.0,no,no,unknown,20.0,jun,29.0,3.0,-1.0,0.0,unknown,1
273,35.0,self-employed,married,secondary,no,524.0,yes,no,cellular,21.0,nov,484.0,4.0,-1.0,0.0,unknown,1
274,35.0,blue-collar,single,tertiary,no,0.0,yes,no,cellular,21.0,jul,262.0,4.0,-1.0,0.0,unknown,1
275,34.0,technician,married,secondary,no,4.0,yes,no,unknown,15.0,may,644.0,1.0,-1.0,0.0,unknown,1
276,35.0,housemaid,married,tertiary,no,11219.0,no,no,cellular,12.0,aug,699.0,2.0,79.0,1.0,failure,1
277,38.0,technician,single,tertiary,no,0.0,no,no,cellular,28.0,aug,247.0,2.0,-1.0,0.0,unknown,1
278,50.0,blue-collar,married,primary,no,5776.0,no,no,cellular,18.0,nov,49.0,3.0,-1.0,0.0,unknown,1
279,51.0,blue-collar,divorced,primary,no,37.0,yes,no,cellular,13.0,may,341.0,1.0,-1.0,0.0,unknown,1
280,59.0,self-employed,married,tertiary,no,593.0,no,no,unknown,13.0,may,64.0,2.0,-1.0,0.0,unknown,1
281,32.0,blue-collar,married,secondary,no,1148.0,yes,no,cellular,20.0,apr,121.0,1.0,-1.0,0.0,unknown,1
282,37.0,blue-collar,single,secondary,no,3561.0,yes,no,unknown,2.0,jun,98.0,1.0,-1.0,0.0,unknown,1
283,42.0,admin.,divorced,secondary,no,63.0,no,no,unknown,16.0,may,88.0,6.0,-1.0,0.0,unknown,1
284,40.0,student,married,secondary,no,260.0,no,no,unknown,20.0,jun,197.0,6.0,-1.0,0.0,unknown,1
285,28.0,technician,single,tertiary,no,2269.0,yes,no,unknown,9.0,may,331.0,1.0,-1.0,0.0,unknown,1
286,47.0,admin.,married,secondary,no,1060.0,yes,no,unknown,6.0,jun,83.0,3.0,-1.0,0.0,unknown,1
287,27.0,self-employed,married,secondary,no,-220.0,yes,no,unknown,26.0,may,138.0,2.0,-1.0,0.0,unknown,1
288,41.0,management,married,tertiary,no,49.0,yes,no,cellular,17.0,jul,312.0,5.0,-1.0,0.0,unknown,1
289,34.0,admin.,married,tertiary,no,69.0,no,yes,cellular,4.0,aug,120.0,3.0,1.0,6.0,success,2
290,50.0,blue-collar,married,primary,no,4108.0,yes,no,cellular,7.0,aug,526.0,2.0,-1.0,0.0,unknown,2
291,47.0,blue-collar,married,secondary,no,480.0,yes,no,unknown,28.0,may,211.0,2.0,-1.0,0.0,unknown,1
292,53.0,services,married,secondary,no,4994.0,no,no,cellular,18.0,aug,62.0,6.0,-1.0,0.0,unknown,1
293,53.0,technician,divorced,secondary,no,0.0,yes,yes,cellular,15.0,jul,135.0,5.0,-1.0,0.0,unknown,1
294,47.0,management,married,tertiary,no,3681.0,no,no,cellular,14.0,aug,101.0,2.0,-1.0,0.0,unknown,1
295,49.0,entrepreneur,divorced,unknown,yes,-701.0,yes,no,cellular,30.0,jul,988.0,2.0,-1.0,0.0,unknown,2
296,29.0,management,married,tertiary,no,451.0,no,no,cellular,28.0,jan,451.0,1.0,-1.0,0.0,unknown,1
297,45.0,blue-collar,divorced,primary,no,-311.0,yes,no,unknown,23.0,may,1030.0,1.0,-1.0,0.0,unknown,2
298,38.0,entrepreneur,married,secondary,no,593.0,yes,yes,cellular,24.0,jul,1484.0,24.0,-1.0,0.0,unknown,2
299,32.0,blue-collar,married,secondary,no,759.0,yes,no,cellular,9.0,apr,317.0,5.0,-1.0,0.0,unknown,2
300,70.0,retired,divorced,primary,no,4531.0,no,no,cellular,18.0,may,445.0,1.0,-1.0,0.0,unknown,1
301,65.0,retired,divorced,primary,no,1840.0,no,no,cellular,1.0,jun,383.0,2.0,188.0,5.0,failure,1
302,56.0,blue-collar,married,secondary,no,345.0,yes,no,telephone,22.0,jul,605.0,1.0,-1.0,0.0,unknown,1
303,35.0,blue-collar,married,secondary,no,1287.0,yes,no,cellular,14.0,jul,330.0,2.0,-1.0,0.0,unknown,1
304,56.0,management,married,unknown,no,353.0,no,yes,cellular,25.0,jul,171.0,2.0,-1.0,0.0,unknown,1
305,56.0,technician,married,secondary,no,205.0,no,yes,cellular,23.0,jul,442.0,2.0,-1.0,0.0,unknown,1
306,49.0,entrepreneur,married,secondary,no,687.0,yes,no,cellular,17.0,apr,772.0,1.0,-1.0,0.0,unknown,2
307,38.0,unemployed,married,primary,no,1147.0,yes,yes,unknown,8.0,may,249.0,5.0,-1.0,0.0,unknown,1
308,35.0,management,married,tertiary,no,4286.0,yes,no,unknown,9.0,may,357.0,1.0,-1.0,0.0,unknown,1
309,38.0,admin.,married,tertiary,no,605.0,no,no,cellular,18.0,nov,147.0,2.0,-1.0,0.0,unknown,1
310,49.0,blue-collar,married,secondary,no,8545.0,yes,yes,cellular,6.0,may,199.0,7.0,167.0,1.0,failure,1
311,55.0,management,married,unknown,no,559.0,no,no,cellular,28.0,jan,271.0,2.0,-1.0,0.0,unknown,1
312,43.0,blue-collar,single,primary,no,2.0,yes,no,cellular,30.0,jul,783.0,3.0,-1.0,0.0,unknown,1
313,43.0,management,married,tertiary,no,2.0,no,yes,cellular,20.0,aug,472.0,2.0,-1.0,0.0,unknown,1
314,25.0,admin.,single,tertiary,no,760.0,yes,no,cellular,27.0,may,223.0,3.0,89.0,2.0,failure,2
315,30.0,blue-collar,married,primary,no,1317.0,yes,no,unknown,21.0,may,395.0,2.0,-1.0,0.0,unknown,1
316,46.0,blue-collar,married,secondary,no,182.0,no,no,cellular,4.0,feb,56.0,1.0,-1.0,0.0,unknown,1
317,50.0,admin.,married,primary,no,276.0,no,yes,unknown,17.0,jun,641.0,6.0,-1.0,0.0,unknown,1
318,35.0,entrepreneur,married,secondary,no,2971.0,no,no,cellular,4.0,may,429.0,4.0,164.0,2.0,failure,2
319,26.0,unemployed,single,secondary,no,1064.0,no,no,unknown,31.0,may,113.0,1.0,-1.0,0.0,unknown,1
320,45.0,admin.,married,unknown,no,1783.0,no,no,unknown,20.0,jun,11.0,11.0,-1.0,0.0,unknown,1
321,37.0,blue-collar,married,secondary,no,-67.0,no,no,cellular,2.0,feb,157.0,1.0,-1.0,0.0,unknown,1
322,60.0,self-employed,single,tertiary,no,179.0,no,yes,cellular,29.0,jul,79.0,4.0,-1.0,0.0,unknown,1
323,38.0,management,married,tertiary,no,1199.0,no,no,cellular,4.0,aug,178.0,1.0,1.0,1.0,success,2
324,47.0,blue-collar,married,primary,no,214.0,yes,yes,unknown,9.0,jun,168.0,1.0,-1.0,0.0,unknown,1
325,33.0,technician,married,secondary,no,6699.0,no,no,cellular,9.0,nov,425.0,1.0,462.0,1.0,failure,1
326,51.0,unemployed,married,secondary,no,1760.0,no,yes,cellular,19.0,nov,162.0,1.0,-1.0,0.0,unknown,1
327,35.0,entrepreneur,single,tertiary,no,145.0,yes,no,cellular,18.0,jul,799.0,2.0,-1.0,0.0,unknown,2
328,35.0,unemployed,married,secondary,no,978.0,no,no,cellular,29.0,dec,1370.0,3.0,209.0,3.0,success,2
329,48.0,admin.,single,secondary,no,1150.0,yes,no,unknown,28.0,may,357.0,1.0,-1.0,0.0,unknown,1
330,37.0,admin.,married,secondary,no,121.0,no,no,cellular,22.0,jul,22.0,6.0,-1.0,0.0,unknown,1
331,29.0,technician,single,tertiary,no,828.0,yes,no,cellular,16.0,apr,215.0,3.0,321.0,3.0,other,1
332,34.0,admin.,married,secondary,no,244.0,yes,no,cellular,31.0,jul,56.0,4.0,-1.0,0.0,unknown,1
333,32.0,services,married,primary,no,228.0,yes,no,cellular,21.0,jul,1017.0,6.0,-1.0,0.0,unknown,2
334,30.0,management,single,tertiary,no,424.0,no,no,cellular,16.0,apr,298.0,4.0,-1.0,0.0,unknown,2
335,47.0,management,divorced,tertiary,no,447.0,no,yes,unknown,7.0,may,126.0,1.0,-1.0,0.0,unknown,1
336,33.0,blue-collar,married,primary,no,-195.0,no,no,unknown,20.0,sep,9.0,1.0,-1.0,0.0,unknown,1
337,33.0,management,single,tertiary,no,1410.0,yes,no,cellular,5.0,feb,8.0,1.0,254.0,5.0,failure,1
338,63.0,retired,married,primary,no,1084.0,no,no,cellular,14.0,oct,201.0,1.0,183.0,1.0,success,1
339,51.0,self-employed,divorced,primary,no,10924.0,no,no,cellular,6.0,may,106.0,2.0,-1.0,0.0,unknown,1
340,41.0,management,married,tertiary,no,832.0,yes,yes,cellular,21.0,nov,164.0,1.0,176.0,1.0,failure,1
341,56.0,retired,married,tertiary,no,478.0,no,no,cellular,5.0,feb,97.0,1.0,-1.0,0.0,unknown,1
342,60.0,management,single,tertiary,no,0.0,no,yes,cellular,23.0,jul,151.0,1.0,-1.0,0.0,unknown,1
343,41.0,self-employed,single,tertiary,no,3950.0,yes,no,unknown,30.0,may,96.0,2.0,-1.0,0.0,unknown,1
344,37.0,management,single,unknown,no,504.0,yes,no,cellular,16.0,apr,555.0,1.0,-1.0,0.0,unknown,1
345,36.0,blue-collar,single,secondary,no,219.0,yes,yes,cellular,11.0,may,270.0,2.0,347.0,1.0,failure,1
346,57.0,management,married,tertiary,no,1602.0,no,no,cellular,29.0,jul,339.0,3.0,-1.0,0.0,unknown,1
347,55.0,management,married,primary,no,2587.0,no,no,cellular,4.0,sep,328.0,2.0,94.0,2.0,success,2
348,44.0,admin.,married,secondary,no,0.0,yes,yes,unknown,16.0,may,159.0,1.0,-1.0,0.0,unknown,1
349,47.0,self-employed,married,tertiary,no,2303.0,yes,no,cellular,6.0,may,323.0,2.0,364.0,1.0,failure,1
350,31.0,blue-collar,married,secondary,no,1660.0,yes,no,cellular,20.0,apr,342.0,1.0,-1.0,0.0,unknown,1
351,35.0,management,married,tertiary,yes,32.0,yes,no,cellular,21.0,nov,180.0,1.0,-1.0,0.0,unknown,1
352,39.0,management,married,tertiary,no,278.0,no,yes,cellular,28.0,jul,60.0,3.0,-1.0,0.0,unknown,1
353,50.0,management,married,tertiary,no,4.0,no,no,cellular,17.0,nov,223.0,1.0,96.0,2.0,failure,1
354,29.0,management,married,tertiary,no,318.0,yes,no,cellular,18.0,may,1434.0,2.0,356.0,4.0,failure,1
355,30.0,services,single,secondary,no,209.0,yes,no,unknown,6.0,may,30.0,2.0,-1.0,0.0,unknown,1
356,46.0,services,married,secondary,no,271.0,yes,no,unknown,16.0,may,134.0,4.0,-1.0,0.0,unknown,1
357,27.0,management,single,unknown,no,3196.0,no,no,cellular,9.0,feb,10.0,2.0,-1.0,0.0,unknown,1
358,48.0,admin.,divorced,secondary,no,4099.0,no,no,cellular,2.0,apr,397.0,2.0,-1.0,0.0,unknown,2
359,26.0,student,single,secondary,no,2572.0,yes,no,cellular,5.0,may,620.0,1.0,-1.0,0.0,unknown,1
360,36.0,management,single,tertiary,no,339.0,no,no,cellular,21.0,nov,6.0,6.0,-1.0,0.0,unknown,1
361,42.0,blue-collar,married,primary,no,0.0,yes,yes,cellular,7.0,may,209.0,2.0,-1.0,0.0,unknown,1
362,50.0,housemaid,married,primary,no,395.0,yes,no,unknown,15.0,may,419.0,2.0,-1.0,0.0,unknown,1
363,49.0,blue-collar,married,secondary,no,2039.0,yes,no,cellular,18.0,nov,283.0,2.0,-1.0,0.0,unknown,1
364,45.0,management,married,tertiary,no,5450.0,no,no,cellular,8.0,aug,188.0,2.0,-1.0,0.0,unknown,1
365,23.0,student,single,secondary,no,780.0,no,no,cellular,16.0,sep,267.0,1.0,-1.0,0.0,unknown,1
366,38.0,technician,single,secondary,no,0.0,yes,no,cellular,7.0,apr,196.0,2.0,-1.0,0.0,unknown,1
367,32.0,management,single,tertiary,no,8436.0,yes,no,cellular,17.0,apr,245.0,1.0,149.0,2.0,failure,1
368,60.0,technician,single,primary,no,11262.0,no,no,cellular,26.0,aug,323.0,1.0,-1.0,0.0,unknown,2
369,30.0,entrepreneur,married,secondary,no,946.0,yes,no,cellular,19.0,nov,1065.0,1.0,183.0,1.0,other,1
370,58.0,housemaid,married,tertiary,no,497.0,no,no,unknown,11.0,jun,138.0,5.0,-1.0,0.0,unknown,1
371,60.0,retired,married,primary,no,55.0,no,no,cellular,4.0,jun,207.0,1.0,-1.0,0.0,unknown,1
372,38.0,services,married,secondary,no,-140.0,no,no,unknown,25.0,jun,456.0,3.0,-1.0,0.0,unknown,1
373,51.0,technician,married,secondary,no,-379.0,yes,no,cellular,5.0,aug,261.0,1.0,-1.0,0.0,unknown,1
374,42.0,admin.,married,secondary,no,-396.0,yes,no,cellular,11.0,may,80.0,1.0,308.0,4.0,failure,1
375,30.0,services,single,secondary,no,0.0,yes,no,cellular,18.0,may,131.0,6.0,363.0,9.0,failure,1
376,40.0,management,married,primary,no,733.0,yes,no,unknown,6.0,jun,94.0,7.0,-1.0,0.0,unknown,1
377,37.0,management,married,tertiary,no,393.0,yes,no,cellular,14.0,may,567.0,3.0,275.0,4.0,failure,2
378,53.0,technician,divorced,primary,no,7290.0,yes,no,unknown,30.0,may,153.0,1.0,-1.0,0.0,unknown,1
379,27.0,services,single,secondary,no,468.0,yes,no,cellular,13.0,may,109.0,1.0,-1.0,0.0,unknown,1
380,39.0,blue-collar,married,secondary,no,0.0,yes,no,cellular,30.0,apr,53.0,1.0,325.0,1.0,failure,1
381,39.0,blue-collar,married,primary,no,3705.0,yes,no,unknown,16.0,jun,77.0,1.0,-1.0,0.0,unknown,1
382,59.0,retired,married,tertiary,no,9676.0,no,no,telephone,27.0,mar,234.0,2.0,-1.0,0.0,unknown,2
383,37.0,services,married,secondary,no,1328.0,yes,no,telephone,13.0,may,121.0,2.0,341.0,4.0,failure,1
384,41.0,blue-collar,married,primary,no,8.0,yes,no,cellular,15.0,jul,155.0,2.0,-1.0,0.0,unknown,1
385,45.0,blue-collar,married,primary,no,61.0,no,no,cellular,17.0,apr,108.0,1.0,-1.0,0.0,unknown,1
386,48.0,management,married,tertiary,no,6613.0,no,no,unknown,17.0,jun,159.0,3.0,-1.0,0.0,unknown,1
387,48.0,technician,married,secondary,no,302.0,yes,no,unknown,26.0,may,208.0,3.0,-1.0,0.0,unknown,1
388,32.0,blue-collar,married,secondary,no,1005.0,no,no,cellular,12.0,may,215.0,1.0,-1.0,0.0,unknown,1
389,35.0,services,married,secondary,no,109.0,yes,no,unknown,6.0,may,597.0,3.0,-1.0,0.0,unknown,1
390,33.0,management,single,tertiary,no,1240.0,yes,no,cellular,4.0,feb,505.0,2.0,260.0,1.0,other,1
391,28.0,blue-collar,single,primary,no,0.0,yes,yes,unknown,3.0,jun,380.0,4.0,-1.0,0.0,unknown,1
392,64.0,retired,married,unknown,no,2923.0,no,no,cellular,12.0,mar,120.0,1.0,-1.0,0.0,unknown,1
393,35.0,technician,married,secondary,no,0.0,no,no,cellular,27.0,aug,106.0,4.0,-1.0,0.0,unknown,1
394,33.0,blue-collar,married,secondary,no,43.0,yes,no,cellular,14.0,may,332.0,2.0,358.0,2.0,failure,1
395,41.0,technician,married,secondary,no,288.0,yes,no,unknown,15.0,may,221.0,4.0,-1.0,0.0,unknown,1
396,34.0,admin.,married,secondary,no,613.0,yes,no,cellular,4.0,jun,80.0,1.0,-1.0,0.0,unknown,1
397,37.0,technician,single,tertiary,no,6101.0,no,no,cellular,4.0,may,60.0,5.0,87.0,1.0,success,1
398,38.0,blue-collar,married,primary,no,168.0,yes,yes,telephone,13.0,may,212.0,3.0,-1.0,0.0,unknown,1
399,39.0,blue-collar,married,primary,no,7685.0,yes,no,cellular,14.0,apr,493.0,3.0,-1.0,0.0,unknown,1
400,35.0,technician,divorced,tertiary,no,4515.0,yes,no,cellular,19.0,nov,98.0,2.0,-1.0,0.0,unknown,1
401,28.0,blue-collar,single,secondary,no,517.0,no,yes,cellular,8.0,jul,681.0,1.0,-1.0,0.0,unknown,2
402,27.0,blue-collar,single,secondary,no,148.0,no,no,cellular,22.0,jul,203.0,1.0,-1.0,0.0,unknown,1
403,48.0,retired,married,primary,yes,-285.0,no,yes,cellular,19.0,nov,157.0,1.0,-1.0,0.0,unknown,1
404,50.0,blue-collar,married,secondary,no,887.0,no,no,unknown,16.0,jun,287.0,1.0,-1.0,0.0,unknown,1
405,45.0,self-employed,married,secondary,no,3098.0,yes,no,cellular,7.0,aug,159.0,2.0,-1.0,0.0,unknown,1
406,41.0,technician,married,tertiary,no,744.0,yes,no,unknown,14.0,may,125.0,1.0,-1.0,0.0,unknown,1
407,39.0,technician,married,secondary,no,130.0,no,no,cellular,8.0,jul,202.0,2.0,-1.0,0.0,unknown,1
408,44.0,management,married,secondary,no,438.0,yes,no,telephone,8.0,may,37.0,3.0,303.0,1.0,failure,1
409,54.0,admin.,married,secondary,no,0.0,no,no,cellular,28.0,jan,161.0,1.0,98.0,2.0,failure,2
410,49.0,management,married,tertiary,no,322.0,no,no,cellular,6.0,aug,72.0,4.0,-1.0,0.0,unknown,1
411,34.0,blue-collar,single,secondary,no,186.0,no,no,cellular,2.0,feb,342.0,1.0,-1.0,0.0,unknown,1
412,75.0,retired,divorced,tertiary,no,3810.0,yes,no,cellular,16.0,nov,262.0,1.0,183.0,1.0,failure,2
413,42.0,management,married,tertiary,no,0.0,no,no,cellular,13.0,aug,325.0,2.0,-1.0,0.0,unknown,1
414,53.0,blue-collar,married,secondary,no,4380.0,no,no,telephone,19.0,aug,223.0,7.0,-1.0,0.0,unknown,1
415,49.0,management,divorced,tertiary,no,755.0,no,no,cellular,31.0,jul,1212.0,4.0,-1.0,0.0,unknown,2
416,31.0,services,single,secondary,no,2070.0,no,no,cellular,29.0,aug,319.0,2.0,-1.0,0.0,unknown,1
417,45.0,blue-collar,single,primary,no,999.0,no,no,cellular,29.0,jan,182.0,2.0,-1.0,0.0,unknown,1
418,39.0,self-employed,married,secondary,no,167.0,yes,yes,cellular,17.0,jul,330.0,1.0,-1.0,0.0,unknown,1
419,46.0,technician,married,secondary,no,1322.0,yes,yes,cellular,19.0,nov,514.0,1.0,-1.0,0.0,unknown,1
420,42.0,admin.,divorced,secondary,no,1076.0,yes,no,unknown,14.0,may,213.0,1.0,-1.0,0.0,unknown,1
421,37.0,management,married,tertiary,no,502.0,yes,no,cellular,7.0,may,551.0,1.0,351.0,1.0,failure,1
422,26.0,technician,single,tertiary,no,1216.0,yes,no,cellular,16.0,apr,472.0,2.0,-1.0,0.0,unknown,1
423,37.0,management,single,tertiary,no,876.0,yes,no,cellular,15.0,apr,140.0,4.0,327.0,2.0,failure,1
424,36.0,services,single,secondary,no,342.0,yes,no,unknown,7.0,may,142.0,1.0,-1.0,0.0,unknown,1
425,29.0,blue-collar,single,primary,no,950.0,yes,no,unknown,4.0,jun,135.0,3.0,-1.0,0.0,unknown,1
426,36.0,blue-collar,married,primary,no,973.0,yes,yes,unknown,23.0,may,293.0,1.0,-1.0,0.0,unknown,1
427,26.0,technician,married,tertiary,no,3825.0,yes,no,unknown,13.0,may,107.0,1.0,-1.0,0.0,unknown,1
428,32.0,blue-collar,married,secondary,no,2366.0,yes,no,unknown,20.0,may,127.0,2.0,-1.0,0.0,unknown,1
429,40.0,management,married,tertiary,no,542.0,yes,no,cellular,20.0,nov,1816.0,1.0,-1.0,0.0,unknown,1
430,53.0,management,married,primary,no,995.0,no,no,cellular,4.0,feb,200.0,3.0,-1.0,0.0,unknown,1
431,29.0,management,married,tertiary,no,20.0,yes,no,cellular,12.0,may,418.0,1.0,-1.0,0.0,unknown,1
432,34.0,technician,single,tertiary,no,228.0,yes,no,cellular,22.0,jul,387.0,4.0,-1.0,0.0,unknown,1
433,43.0,blue-collar,married,secondary,no,130.0,no,no,cellular,5.0,may,156.0,1.0,337.0,3.0,failure,1
434,56.0,management,married,tertiary,no,217.0,no,yes,cellular,21.0,jul,121.0,2.0,-1.0,0.0,unknown,1
435,55.0,entrepreneur,divorced,tertiary,no,0.0,no,no,unknown,6.0,jun,108.0,2.0,-1.0,0.0,unknown,1
436,31.0,self-employed,married,tertiary,no,259.0,yes,no,cellular,7.0,may,47.0,1.0,-1.0,0.0,unknown,1
437,27.0,admin.,single,secondary,no,619.0,yes,no,cellular,20.0,apr,16.0,5.0,322.0,4.0,other,1
438,36.0,management,married,secondary,no,644.0,yes,no,cellular,18.0,nov,54.0,2.0,-1.0,0.0,unknown,1
439,44.0,management,married,tertiary,no,22.0,yes,no,cellular,6.0,aug,265.0,2.0,-1.0,0.0,unknown,1
440,37.0,admin.,divorced,tertiary,no,4303.0,yes,no,unknown,23.0,may,168.0,1.0,-1.0,0.0,unknown,1
441,30.0,admin.,single,secondary,no,239.0,yes,no,cellular,7.0,may,115.0,3.0,-1.0,0.0,unknown,1
442,42.0,technician,single,secondary,no,275.0,no,no,cellular,26.0,aug,31.0,8.0,-1.0,0.0,unknown,1
443,30.0,management,married,tertiary,no,1221.0,yes,no,telephone,25.0,jul,279.0,4.0,-1.0,0.0,unknown,2
444,62.0,retired,married,secondary,no,816.0,no,no,cellular,1.0,sep,28.0,2.0,-1.0,0.0,unknown,1
445,24.0,blue-collar,married,secondary,no,1222.0,yes,no,cellular,20.0,apr,369.0,1.0,-1.0,0.0,unknown,1
446,31.0,technician,married,secondary,no,2363.0,yes,no,unknown,13.0,may,247.0,1.0,-1.0,0.0,unknown,1
447,66.0,retired,married,tertiary,no,2262.0,no,no,cellular,22.0,apr,155.0,1.0,-1.0,0.0,unknown,1
448,47.0,admin.,married,secondary,no,2.0,no,no,cellular,10.0,jul,89.0,1.0,-1.0,0.0,unknown,1
449,39.0,entrepreneur,married,tertiary,no,2.0,yes,no,cellular,17.0,nov,180.0,1.0,-1.0,0.0,unknown,1
450,35.0,technician,married,secondary,no,4508.0,yes,no,cellular,18.0,nov,854.0,1.0,-1.0,0.0,unknown,2
451,35.0,admin.,divorced,secondary,no,-402.0,yes,no,cellular,17.0,apr,46.0,1.0,-1.0,0.0,unknown,1
452,27.0,technician,married,secondary,no,1577.0,yes,yes,unknown,28.0,may,266.0,2.0,-1.0,0.0,unknown,1
453,32.0,blue-collar,married,secondary,no,34.0,yes,no,cellular,5.0,may,321.0,2.0,-1.0,0.0,unknown,1
454,44.0,management,married,tertiary,no,795.0,no,no,cellular,28.0,aug,99.0,24.0,-1.0,0.0,unknown,1
455,42.0,blue-collar,married,secondary,no,117.0,yes,no,unknown,9.0,may,147.0,1.0,-1.0,0.0,unknown,1
