d3mIndex,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,Class
1089,2.17,3379.0,0.13,2.0,v1,v1,3362.0,v1,1.0,v2,1.36,0.0,class5
1090,7.19,3528.0,0.64,2.0,v1,v1,5762.0,v1,1.0,v1,1.71,1.0,class5
1091,3.08,3072.0,0.53,0.0,v1,v1,5949.0,v1,2.0,v2,1.86,0.0,class4
1092,5.47,3469.0,0.46,2.0,v1,v1,6746.0,v1,0.0,v1,0.91,2.0,class5
1093,5.55,3336.0,0.13,0.0,v1,v2,3675.0,v1,1.0,v1,0.55,1.0,class4
1094,5.47,3071.0,0.53,1.0,v1,v1,3405.0,v2,2.0,v1,1.79,1.0,class5
1095,1.49,3484.0,0.48,0.0,v1,v1,4006.0,v1,0.0,v3,0.56,1.0,class5
1096,1.53,3280.0,0.13,1.0,v2,v1,6776.0,v1,2.0,v1,1.42,1.0,class3
1097,8.09,3072.0,0.43,0.0,v1,v2,4207.0,v1,1.0,v1,0.69,2.0,class2
1098,1.59,3610.0,0.39,1.0,v1,v2,5546.0,v1,2.0,v2,0.79,2.0,class4
1099,1.66,3434.0,0.13,2.0,v1,v2,6825.0,v1,0.0,v1,1.21,1.0,class3
