d3mIndex,N0,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,N11,N12,N13,N14,N15,N16,P1,P2,P3,class
1257,1,1,0,1,0,0,0,2,0,1,0,0,0,0,0,1,1,0,0,1,0
1258,1,1,1,2,1,0,0,2,0,1,1,0,0,0,1,0,1,0,2,0,0
1259,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0
1260,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,1,1,0,0,0
1261,1,1,0,0,1,0,0,2,1,1,1,0,0,0,1,0,0,0,0,0,0
1262,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1263,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
1264,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0
1265,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0
1266,1,0,0,0,0,0,0,2,1,0,0,0,0,0,2,1,1,0,0,1,0
1267,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0
1268,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,2,2,1,0,0,0
1269,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0
1270,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0
1271,2,1,0,0,1,0,0,1,0,0,1,0,0,1,1,2,2,0,1,0,0
1272,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0
1273,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0
1274,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,2,1,2,1,1,0
1275,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1276,1,0,1,0,0,0,0,1,0,2,1,0,0,0,0,0,1,0,0,0,0
1277,2,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
1278,1,2,0,0,1,0,0,2,0,1,1,0,0,0,0,1,0,0,1,0,0
1279,1,1,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
1280,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1,0,1,0,0
1281,0,1,0,0,0,1,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0
1282,0,0,1,0,1,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0
1283,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,2,1,1,0,0,0
1284,2,2,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
1285,1,0,0,0,0,1,1,1,0,1,1,1,0,0,0,2,0,0,0,0,0
1286,1,2,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,2,1,0,0
1287,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
1288,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0
1289,1,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1290,0,0,1,0,1,0,1,0,2,0,0,2,1,0,0,1,1,0,0,0,0
1291,2,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
1292,0,0,0,0,1,0,0,2,0,1,1,2,0,0,1,2,0,0,1,0,0
1293,2,1,2,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0
1294,1,1,0,1,0,1,0,1,1,0,1,1,0,0,1,1,1,1,0,0,0
1295,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,2,1,1,0
1296,1,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0
1297,1,1,1,1,0,0,0,0,0,1,1,0,0,0,1,1,2,0,1,0,0
1298,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,2,1,0
1299,2,1,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0
1300,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0
1301,1,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,2,1,0,2,0
1302,1,0,0,0,0,0,0,1,1,0,1,0,0,0,2,0,0,0,1,2,0
1303,0,0,0,0,1,0,0,1,0,0,2,0,1,0,0,2,0,0,1,2,0
1304,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
1305,1,0,1,0,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0
1306,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0
1307,0,1,2,0,1,0,0,0,0,0,2,2,0,0,1,1,0,0,0,1,0
1308,2,1,1,0,0,0,0,0,1,0,0,1,0,0,1,1,2,0,0,0,0
1309,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0
1310,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,2,1,1,1,1,0
1311,1,1,1,0,0,0,0,0,1,0,1,2,0,0,1,0,0,0,1,0,0
1312,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0
1313,1,0,1,1,1,0,2,1,0,1,0,0,0,0,1,1,1,0,0,1,0
1314,1,2,0,0,0,0,0,2,0,0,0,0,0,0,1,1,1,0,2,0,0
1315,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
1316,2,1,1,0,0,0,0,1,0,0,1,0,0,0,2,1,0,0,1,0,0
1317,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0
1318,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1319,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0
1320,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1321,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0
1322,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
1323,2,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0
1324,1,1,0,0,1,0,0,0,0,1,1,1,1,0,0,1,2,0,0,1,0
1325,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0
1326,2,1,0,0,1,0,0,1,1,0,0,0,0,0,0,2,1,0,1,0,0
1327,1,1,1,0,1,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0
1328,1,1,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,1,1,1,0
1329,0,0,1,0,1,1,0,1,0,2,1,1,0,0,0,0,1,1,0,0,0
1330,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0
1331,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
1332,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1333,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
1334,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,2,0,0,0
1335,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1336,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
1337,2,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,1,0
1338,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,2,2,0,0,0
1339,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0
1340,2,2,2,0,1,0,1,1,0,1,0,0,0,0,2,0,1,0,1,0,0
1341,2,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,2,1,1,0
1342,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
1343,1,1,0,0,0,1,0,1,0,0,1,1,1,0,1,1,1,0,0,0,0
1344,1,2,0,1,0,0,0,1,1,0,1,1,0,0,1,0,1,1,0,0,0
1345,1,1,0,0,1,0,1,1,1,1,2,1,0,0,0,1,1,0,0,0,0
1346,2,1,1,0,1,0,0,0,1,0,1,1,1,0,1,0,1,1,0,0,0
1347,1,2,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0
1348,1,1,0,0,1,1,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0
1349,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
1350,2,0,0,0,0,0,0,2,1,1,1,0,0,0,0,1,0,0,1,0,0
1351,2,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0
1352,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0
1353,2,2,0,0,1,0,0,0,0,0,2,0,0,0,1,0,2,1,1,1,0
1354,0,2,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,1,1,2,0
1355,2,2,1,0,1,0,0,1,0,1,0,1,0,0,1,2,1,0,0,1,0
1356,1,0,0,0,0,0,0,0,0,1,2,0,0,0,1,1,1,1,1,1,0
1357,0,1,1,1,0,0,0,1,0,0,0,2,0,0,1,2,2,1,0,0,0
1358,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1359,1,0,1,0,1,0,1,0,2,0,0,0,0,0,1,0,1,0,0,0,0
1360,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,2,1,1,0,0,0
1361,1,2,0,0,2,0,1,1,0,0,0,1,0,0,2,0,0,1,0,2,0
1362,2,0,2,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0
1363,1,1,1,0,2,0,0,1,0,0,0,1,0,0,1,1,1,0,0,2,0
1364,0,1,1,0,0,0,1,1,1,0,1,0,0,1,1,2,0,0,1,0,0
1365,2,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,1,0,2,1,0
1366,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0
1367,0,1,0,0,1,0,0,2,0,1,0,0,0,0,0,0,1,1,0,0,0
1368,0,2,1,0,0,0,0,0,0,0,2,0,0,0,0,1,2,0,1,0,0
1369,0,1,0,0,1,1,0,1,1,0,0,0,0,1,0,2,1,0,1,0,0
1370,1,1,0,0,0,0,1,1,1,2,2,2,0,1,0,0,0,1,0,0,0
1371,2,1,2,0,1,0,0,2,0,1,0,0,0,0,1,1,1,0,1,0,0
1372,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0
1373,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
1374,0,1,1,0,1,0,0,2,0,1,0,1,0,0,0,0,1,0,0,0,0
1375,1,1,0,0,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
1376,1,0,1,0,0,1,0,0,0,1,1,1,0,0,1,1,0,0,1,0,0
1377,2,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0
1378,0,0,0,0,1,0,0,2,1,0,1,1,0,0,0,1,0,0,0,0,0
1379,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0
1380,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0
1381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
1382,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0
1383,0,0,2,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
1384,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,1,0
1385,2,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0
1386,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1387,1,1,0,0,1,0,0,1,0,1,1,1,0,0,1,2,1,2,0,0,0
1388,2,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0
1389,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,1,0
1390,0,1,0,0,1,0,0,1,1,0,1,1,0,0,1,2,1,0,0,0,0
1391,2,2,1,0,1,0,0,1,1,0,1,0,0,0,0,1,2,0,1,0,0
1392,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,2,1,0
1393,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
1394,1,1,0,0,0,0,1,2,1,0,0,0,0,0,1,0,0,0,0,1,0
1395,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,2,0,0,0,0,0
1396,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0
1397,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,1,1,0
1398,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0
1399,2,1,0,1,1,1,0,2,0,0,1,0,0,0,0,0,2,0,1,0,0
1400,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0
1401,1,0,0,0,0,1,0,0,0,1,2,0,0,0,1,0,1,0,1,0,0
1402,0,2,2,1,0,0,0,1,0,0,0,0,0,0,1,2,1,0,0,0,0
1403,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,0
1404,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0
1405,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,2,1,0,1,0,0
1406,0,1,0,1,2,0,0,2,0,0,0,1,0,0,1,2,0,1,0,0,0
1407,2,1,0,1,0,0,0,1,0,0,2,1,0,0,2,1,1,0,2,1,0
1408,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1409,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
1410,2,0,0,0,2,0,0,0,0,1,1,0,0,0,1,1,1,0,1,0,0
1411,0,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1412,1,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,2,0,0,1,0
1413,0,0,0,0,1,0,0,1,0,0,0,1,0,0,2,2,1,0,0,1,0
1414,2,2,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,2,0,0
1415,0,1,0,0,1,0,0,2,1,0,2,0,0,0,0,1,0,0,0,0,0
1416,1,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1417,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0
1418,0,1,0,2,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0
1419,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0
1420,0,0,1,0,1,1,0,1,0,0,2,0,0,0,1,0,0,1,0,0,0
1421,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0
1422,2,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1,1,1,0
1423,1,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0
1424,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1425,1,1,1,0,0,0,0,1,0,1,0,1,0,0,2,1,1,1,1,1,0
1426,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,1,1,1,0
1427,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,2,0,0,0,1,0
1428,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,2,0,0,0,0,0
1429,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0
1430,0,2,0,0,0,0,0,1,0,0,0,0,0,0,2,1,1,1,0,0,0
1431,1,0,0,1,0,1,1,2,0,0,1,0,0,0,2,0,1,1,0,0,0
1432,2,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
1433,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0
1434,2,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,2,1,0,0,0
1435,1,0,1,0,0,1,0,0,0,0,0,2,0,0,1,0,2,0,0,1,0
1436,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
1437,0,1,1,0,0,1,0,2,0,0,1,0,0,0,2,2,2,0,2,1,0
1438,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
1439,2,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0
1440,2,1,2,1,1,1,0,2,0,0,0,0,0,0,1,1,0,2,0,0,0
1441,0,1,1,0,2,0,1,1,0,0,0,0,0,0,1,0,2,0,0,0,0
1442,2,1,1,1,1,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0
1443,2,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,0
1444,2,1,2,0,1,1,1,0,0,0,0,0,0,1,2,0,1,0,0,1,0
1445,1,0,0,1,0,1,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0
1446,1,0,1,2,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
1447,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0
1448,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1449,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0
1450,1,1,0,1,1,0,0,2,0,1,0,1,0,1,0,0,0,0,0,0,0
1451,2,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
1452,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,2,0,1,0,0
1453,1,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,2,0,0,0,0
1454,1,1,0,0,1,0,0,0,0,1,1,2,0,0,1,1,0,0,0,0,0
1455,1,1,1,1,1,0,0,0,1,0,1,0,0,0,1,2,1,0,2,1,0
1456,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0
1457,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
1458,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0
1459,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,2,1,0,0,0
1460,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
1461,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
1462,1,1,1,0,0,0,0,1,1,0,0,1,0,0,2,0,0,1,0,0,0
1463,2,1,1,0,1,0,0,1,0,1,1,0,1,0,0,0,2,0,0,0,0
1464,2,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,2,0
1465,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,2,2,0,0,0,0
1466,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,2,0,0,0,0
1467,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,1,0,0
1468,1,0,1,0,1,0,0,2,0,0,0,0,0,1,0,1,1,1,0,0,0
1469,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0
1470,1,2,1,0,1,0,0,0,0,0,1,2,0,1,2,1,0,0,1,0,0
1471,2,0,1,1,1,0,0,0,0,0,1,1,0,0,0,1,2,1,1,1,0
1472,2,0,0,0,1,0,0,1,1,0,2,0,0,0,0,0,0,1,0,0,0
1473,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0
1474,1,0,2,0,0,0,0,1,1,1,0,1,0,1,1,0,0,1,1,1,0
1475,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0
1476,0,0,0,0,0,1,0,2,1,0,0,1,0,0,0,0,1,1,1,1,0
1477,0,1,0,1,1,0,0,1,0,0,1,1,0,1,2,0,2,1,0,0,0
1478,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
1479,2,0,0,0,0,0,1,1,0,0,1,1,1,0,1,0,2,0,1,0,0
1480,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0
1481,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,1,0,1,0,0,0
1482,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0
1483,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,1,0,1,0,0
1484,1,0,0,1,2,0,0,2,0,0,0,1,0,0,1,1,0,0,2,1,0
1485,0,1,0,0,0,0,0,1,2,0,0,2,0,0,0,0,0,1,1,1,0
1486,2,0,2,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0
1487,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,1,1,1,1,0
1488,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1,0,2,0,0,0
1489,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1490,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,2,2,0,0,0,0
1491,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,2,1,0
1492,1,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0
1493,0,1,0,0,2,0,0,1,1,1,0,1,0,0,0,0,2,1,0,0,0
1494,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1495,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
1496,1,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
1497,0,0,1,0,2,0,0,0,0,1,1,0,0,0,1,1,1,0,1,0,0
1498,2,0,0,0,2,1,0,1,0,1,2,0,0,0,0,0,1,0,1,0,0
1499,2,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0
1500,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0
1501,0,1,1,1,0,1,0,0,1,0,0,0,0,1,1,2,0,1,1,1,0
1502,1,1,1,0,1,0,0,2,0,1,0,0,0,0,0,2,0,0,1,0,0
1503,1,1,0,0,0,0,0,0,0,0,1,1,0,2,0,0,2,2,0,2,0
1504,2,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0
1505,0,0,0,1,1,0,1,0,0,0,1,0,0,0,2,0,0,0,0,1,0
1506,2,1,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1,0,1,0,0
1507,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0
1508,0,1,0,0,1,0,0,1,1,0,2,2,0,0,0,1,1,1,0,0,0
1509,1,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,1,0,0,0,0
1510,2,0,0,0,1,0,0,1,1,0,1,0,1,0,1,1,0,0,1,0,0
1511,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1512,1,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0
1513,0,1,1,0,0,0,1,2,0,0,0,0,0,0,0,1,0,2,1,0,0
1514,2,2,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,1,0
1515,1,1,0,0,1,0,0,0,1,0,2,0,1,0,1,1,1,0,0,0,0
1516,2,1,2,1,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0
1517,0,0,1,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0
1518,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0
1519,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
1520,2,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
1521,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,2,1,1,0,0,0
1522,2,0,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1523,1,0,0,0,0,1,0,1,0,2,0,0,2,0,0,2,0,0,0,1,0
1524,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0
1525,1,1,0,0,1,0,0,1,2,0,1,0,0,0,1,2,1,0,2,0,0
1526,1,0,0,1,1,0,0,0,0,2,0,1,0,0,1,2,2,1,1,1,0
1527,0,1,0,0,0,0,0,2,0,1,2,0,0,1,1,0,0,1,0,0,0
1528,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0
1529,1,1,0,1,1,0,0,1,1,0,0,0,0,0,1,1,2,0,0,0,0
1530,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0
1531,1,0,1,0,1,1,0,2,0,1,1,0,0,0,1,1,0,1,0,2,0
1532,0,0,1,0,0,1,0,1,1,0,0,1,0,0,2,1,1,1,1,1,0
1533,1,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0
1534,0,0,1,1,0,0,0,2,0,1,0,0,0,0,2,2,1,0,1,0,0
1535,1,1,1,0,1,2,0,1,1,1,0,0,0,0,0,1,1,1,1,1,0
1536,2,0,1,1,0,0,0,1,0,1,1,0,1,0,0,2,2,0,1,0,0
1537,2,1,0,1,0,0,0,2,1,0,1,0,0,0,2,0,1,0,0,0,0
1538,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
1539,1,0,0,0,0,1,0,1,1,0,1,0,0,0,2,0,1,0,1,0,0
1540,1,1,0,0,0,1,1,0,0,1,0,0,0,0,2,0,0,0,0,2,0
1541,2,1,1,0,0,0,0,0,0,0,0,2,0,0,0,2,0,1,2,0,0
1542,2,0,0,0,0,1,0,2,1,0,1,0,1,0,0,0,2,0,1,0,0
1543,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0
1544,1,0,1,1,1,0,0,0,0,2,0,0,0,1,0,2,0,0,1,0,0
1545,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
1546,2,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1547,2,0,0,0,1,0,0,2,0,0,0,1,0,0,1,0,2,0,1,0,0
1548,2,0,0,0,0,0,0,2,0,2,2,0,0,0,2,1,1,0,2,1,0
1549,2,1,1,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0
1550,0,0,0,1,2,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0
1551,2,2,0,0,0,0,0,2,0,1,2,0,0,0,0,1,1,0,1,0,0
1552,2,1,0,0,1,1,1,2,1,0,1,0,0,0,1,1,0,0,0,0,0
1553,0,0,1,0,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0
1554,0,0,0,0,1,0,0,2,1,1,0,0,0,0,2,1,2,0,0,0,0
1555,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0
1556,1,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0
1557,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,1,1,0,0,1,0
1558,0,1,0,0,1,0,0,1,1,0,0,1,1,0,2,1,0,1,1,1,0
1559,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,2,0,0,0,0,0
1560,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
1561,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
1562,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0
1563,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0
1564,1,0,1,1,2,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0
1565,1,1,0,1,0,1,0,1,0,0,0,1,1,0,1,1,2,1,1,0,0
