d3mIndex,V1,V2,V3,V4,Class
2707,0.904,1.039,1.114,2.324,3
2708,0.894,1.04,1.114,2.516,2
2709,0.881,1.043,1.119,2.323,2
2710,0.862,2.575,0.93,2.546,2
2711,0.847,2.58,1.121,2.557,2
2712,0.833,4.428,1.124,2.571,2
2713,0.819,3.743,0.882,2.584,2
2714,0.811,5.0,0.875,2.592,2
2715,0.811,1.032,0.877,2.595,2
2716,0.818,1.027,0.883,2.461,2
2717,0.821,1.027,0.887,2.59,2
2718,0.823,1.027,0.892,2.458,2
2719,0.823,1.027,0.892,2.468,2
2720,0.823,1.023,0.892,2.589,2
2721,0.824,1.026,1.136,2.588,2
2722,0.824,0.982,1.133,2.588,2
2723,0.824,0.978,1.137,2.379,2
2724,0.82,0.976,1.135,2.587,2
2725,0.82,0.972,1.136,2.586,2
2726,0.82,0.97,1.138,2.586,2
2727,0.82,0.965,1.139,2.414,2
2728,0.82,0.964,1.141,2.583,2
2729,0.821,0.965,1.144,2.586,2
2730,0.821,0.964,0.892,2.586,2
2731,0.822,0.962,0.892,2.586,2
2732,0.823,0.963,0.895,2.407,2
2733,0.823,0.961,1.152,2.407,2
2734,0.823,0.955,1.153,2.414,2
2735,0.822,0.95,1.154,2.604,2
2736,0.821,0.948,1.156,2.41,2
2737,0.821,0.946,1.158,2.424,2
2738,0.82,0.944,1.16,2.595,2
2739,0.82,0.945,1.166,2.599,2
2740,0.82,0.944,1.168,5.0,2
2741,0.823,0.949,1.171,2.634,2
2742,0.824,0.956,1.173,2.633,2
2743,0.823,0.958,1.174,2.652,2
2744,0.819,0.933,1.173,3.691,2
2745,0.819,0.931,1.175,3.689,2
2746,0.818,0.928,1.177,2.629,2
2747,0.817,0.927,1.18,3.688,2
2748,0.817,0.928,1.183,2.639,2
2749,0.82,1.016,1.19,3.69,2
2750,0.82,1.013,1.193,2.653,2
2751,0.819,1.011,1.195,2.66,2
2752,0.818,1.009,1.196,3.683,2
2753,0.813,0.923,1.195,3.682,2
2754,0.811,0.919,1.197,3.682,2
2755,0.811,0.992,1.211,3.749,2
2756,0.81,0.864,1.213,2.677,2
2757,0.81,0.847,1.228,4.429,2
2758,0.818,0.84,1.227,0.915,2
2759,1.224,0.837,1.234,4.421,1
2760,0.895,0.833,1.227,0.91,2
2761,0.809,0.83,1.229,0.952,2
2762,0.807,0.827,1.232,0.951,2
2763,0.81,0.98,1.232,0.948,2
2764,0.81,0.983,1.232,0.948,2
2765,0.811,0.84,1.233,0.905,2
2766,0.808,0.979,1.234,0.902,2
2767,0.811,0.978,1.238,0.897,2
2768,0.818,0.844,1.246,0.899,2
2769,0.817,0.842,1.641,0.892,2
2770,0.824,0.842,1.251,0.887,2
2771,0.886,0.813,1.663,0.886,2
2772,0.882,0.806,1.659,0.882,2
2773,0.882,0.8,1.274,0.881,2
2774,1.224,0.798,1.277,0.88,1
2775,1.224,0.796,1.28,0.88,1
2776,1.225,0.793,1.283,0.879,1
2777,1.226,0.791,1.274,0.882,1
2778,1.225,0.79,1.273,0.883,1
2779,1.224,0.79,1.272,0.882,1
2780,1.221,0.789,1.277,0.884,1
2781,1.215,0.787,1.275,0.89,1
2782,1.206,0.784,1.269,0.899,1
2783,1.196,0.78,1.604,0.913,1
2784,1.183,0.774,1.772,0.922,1
2785,1.169,0.768,1.765,0.937,1
2786,1.153,0.762,1.217,0.955,1
2787,1.136,0.755,1.197,0.972,1
2788,1.118,0.748,1.182,0.99,1
2789,1.1,0.741,1.734,1.008,1
2790,1.081,0.734,1.149,1.027,1
2791,1.063,0.727,1.126,1.045,1
2792,1.044,0.719,1.086,1.064,1
2793,1.025,0.712,1.064,1.083,1
2794,1.006,0.705,1.069,1.102,1
2795,0.986,0.697,1.05,1.121,1
2796,0.967,0.689,1.005,1.141,1
2797,0.947,0.681,1.01,1.16,1
2798,0.928,0.674,0.966,1.177,1
2799,0.868,0.666,0.972,1.199,2
2800,0.852,0.658,0.927,1.215,2
2801,0.835,0.65,0.905,1.238,2
2802,0.85,0.643,0.889,1.256,2
2803,0.808,0.635,0.871,1.274,2
2804,0.801,0.625,0.854,1.288,2
2805,0.801,0.621,0.862,1.303,2
2806,0.795,0.622,0.836,1.277,2
2807,0.798,0.624,0.863,1.311,2
2808,0.802,0.617,0.872,1.307,2
2809,0.804,0.618,0.874,1.305,2
2810,0.807,0.618,0.874,1.305,2
2811,0.803,0.617,0.877,1.306,2
2812,0.804,0.617,1.624,1.306,2
2813,0.804,0.612,1.559,1.306,2
2814,0.804,0.612,1.626,1.305,2
2815,0.804,0.611,1.626,1.305,2
2816,0.804,0.61,1.624,1.304,2
2817,0.804,0.609,1.63,1.304,2
2818,0.804,0.607,1.629,1.303,2
2819,0.804,0.605,1.63,1.303,2
2820,0.804,0.596,1.637,1.303,2
2821,0.804,0.594,1.646,1.303,2
2822,0.804,0.589,1.651,1.299,2
2823,0.804,0.584,1.653,1.299,2
2824,0.805,0.583,0.876,1.302,2
2825,0.806,0.581,1.659,1.302,2
2826,0.807,0.579,0.88,1.302,2
2827,0.808,0.581,1.644,1.303,2
2828,0.807,0.58,1.648,1.307,2
2829,0.807,0.58,1.648,1.307,2
2830,0.807,0.58,1.651,1.306,2
2831,0.807,0.58,1.651,1.313,2
2832,0.807,0.58,1.649,1.313,2
2833,0.807,0.579,1.65,5.0,2
2834,0.807,0.582,1.65,5.0,2
2835,0.808,0.581,1.651,5.0,2
2836,0.808,0.579,1.653,5.0,2
2837,0.808,0.574,1.654,5.0,2
2838,0.808,0.572,1.669,5.0,2
2839,0.808,0.571,1.671,1.182,2
2840,0.808,0.569,1.673,1.174,2
2841,0.807,0.567,1.675,1.176,2
2842,0.808,0.565,1.686,1.175,2
2843,0.808,0.563,1.684,1.174,2
2844,0.808,0.563,1.688,1.177,2
2845,0.808,0.563,1.689,1.177,2
2846,0.808,0.563,1.693,1.177,2
2847,0.808,0.562,1.696,1.177,2
2848,0.807,0.562,2.397,1.183,2
2849,0.807,0.564,2.07,0.66,2
2850,0.806,0.568,1.374,5.0,2
2851,0.805,0.566,1.366,5.0,2
2852,0.805,0.567,1.365,5.0,2
2853,0.804,0.557,1.705,5.0,2
2854,0.803,0.552,2.403,1.181,2
2855,0.803,0.55,2.405,1.173,2
2856,0.802,0.548,2.41,1.176,2
2857,0.802,0.543,2.412,1.172,2
2858,0.806,0.545,2.437,0.61,2
2859,0.806,0.543,2.582,0.603,2
2860,0.804,0.542,2.857,0.595,2
2861,0.8,0.592,2.867,0.593,2
2862,0.798,0.564,2.937,0.601,2
2863,0.796,0.543,2.859,0.597,2
2864,0.795,0.539,2.861,0.579,2
2865,0.794,0.538,2.863,0.575,2
2866,0.793,0.541,2.865,0.568,2
2867,0.793,0.61,2.868,0.608,2
2868,0.793,0.842,2.871,0.561,2
2869,0.795,0.825,1.336,0.55,2
2870,0.817,0.703,1.333,0.544,2
2871,0.833,0.572,1.33,0.54,2
2872,0.794,0.674,1.331,0.538,2
2873,0.794,0.569,1.341,0.537,2
2874,0.797,0.851,1.351,0.526,2
2875,0.8,0.556,1.34,0.528,2
2876,0.817,0.57,1.334,0.519,2
2877,0.825,0.569,1.332,0.514,2
2878,1.696,0.572,1.333,0.508,1
2879,1.699,0.574,1.335,0.504,1
2880,0.975,0.776,1.337,0.502,1
2881,0.968,0.776,1.339,0.502,1
2882,1.698,0.775,1.34,0.503,1
2883,1.7,0.774,1.34,0.504,1
2884,1.696,0.774,1.34,0.506,1
2885,1.694,0.771,1.34,0.507,1
2886,1.69,0.769,1.342,0.511,1
2887,1.683,0.766,1.345,0.518,1
2888,0.948,0.766,1.348,0.528,1
2889,0.948,0.762,1.353,0.539,1
2890,0.931,0.756,1.358,0.552,1
2891,0.913,0.752,1.363,0.567,1
2892,1.615,0.745,1.37,0.583,1
2893,1.598,0.735,1.376,0.599,1
2894,1.58,0.729,1.383,0.617,1
2895,1.561,0.726,1.389,0.635,1
2896,1.544,0.715,1.396,0.654,1
2897,0.881,0.708,1.403,0.673,2
2898,0.886,0.704,1.411,0.692,2
2899,1.484,0.697,1.417,0.711,1
2900,1.468,0.686,1.424,0.731,1
2901,1.444,0.682,1.431,0.75,1
2902,0.881,0.675,1.438,0.768,2
2903,0.86,0.665,1.444,0.785,2
2904,1.395,0.659,1.452,0.801,1
2905,0.867,0.653,1.458,0.817,2
2906,1.36,0.647,1.464,0.832,1
2907,1.344,0.641,1.469,0.846,1
2908,1.335,0.639,1.475,0.858,1
2909,1.331,0.64,1.477,0.86,1
2910,1.328,0.636,1.48,0.86,1
2911,1.327,0.658,1.48,0.862,1
2912,1.324,0.636,1.48,0.865,1
2913,1.321,0.635,1.482,0.867,1
2914,0.886,0.634,1.486,0.87,2
2915,1.316,0.633,1.484,0.872,1
2916,1.314,0.632,1.484,0.874,1
2917,1.316,0.632,1.485,0.874,1
2918,1.313,0.637,1.489,0.875,1
2919,1.311,0.634,1.486,0.877,1
2920,1.311,0.633,1.49,0.88,1
2921,1.306,0.65,1.491,0.882,1
2922,1.303,0.632,1.505,0.885,1
2923,1.3,0.628,1.493,0.888,1
2924,1.298,0.627,1.507,0.889,1
2925,1.296,0.626,1.54,0.891,1
2926,1.295,0.625,1.501,0.893,1
2927,1.293,0.625,1.542,0.895,1
2928,1.291,0.624,1.513,0.897,1
2929,1.286,0.623,1.543,0.899,1
2930,1.287,0.622,1.544,0.901,1
2931,1.282,0.622,1.542,0.903,1
2932,1.278,0.623,1.546,0.906,1
2933,1.275,0.625,1.542,0.913,1
2934,1.266,0.633,1.546,0.922,1
2935,0.846,0.612,1.51,0.933,2
2936,0.832,0.608,1.515,0.946,2
2937,1.226,0.602,1.524,0.961,1
2938,1.207,0.597,1.531,0.977,1
2939,1.191,0.591,1.544,0.993,1
2940,0.835,0.583,1.557,1.008,2
2941,1.158,0.582,1.59,1.023,1
2942,1.144,0.578,1.596,1.037,1
2943,1.134,0.575,1.602,1.054,1
2944,1.121,0.568,1.607,1.067,1
2945,1.108,0.564,1.613,1.077,1
2946,1.096,0.559,1.619,1.092,1
2947,0.781,0.552,1.624,1.105,2
2948,0.766,0.547,1.631,1.119,2
2949,0.596,0.543,1.644,1.134,2
2950,1.04,0.534,1.651,1.149,1
2951,0.586,0.529,1.658,1.164,2
2952,0.823,0.524,1.736,1.178,2
2953,0.802,0.52,3.165,1.192,2
2954,0.987,0.516,1.745,1.202,1
2955,0.766,0.51,1.75,1.214,2
2956,0.762,0.507,1.75,1.218,2
2957,0.762,0.506,1.7,1.217,2
2958,0.759,0.506,1.703,1.217,2
2959,0.759,0.506,1.704,1.217,2
2960,0.761,0.505,1.691,1.217,2
2961,0.98,0.504,1.689,1.217,1
2962,0.983,0.504,1.731,1.217,1
2963,0.972,0.503,3.174,1.217,1
2964,0.971,0.502,3.176,1.217,1
2965,0.97,0.501,3.176,1.218,1
2966,0.969,0.501,3.176,1.22,1
2967,0.967,0.501,3.176,1.221,1
2968,0.966,0.501,3.176,1.222,1
2969,0.964,0.501,3.177,1.224,1
2970,0.961,0.5,3.177,1.228,1
2971,0.951,0.499,3.179,1.235,1
2972,0.943,0.498,3.181,1.245,1
2973,0.882,0.497,3.182,1.257,2
2974,0.865,0.495,3.184,1.274,2
2975,0.906,0.494,3.189,1.286,4
2976,0.892,0.493,1.779,1.302,2
2977,0.876,0.491,3.193,1.319,2
2978,0.866,0.489,1.788,1.337,2
2979,0.855,0.489,1.796,1.129,2
2980,0.844,0.488,3.199,1.362,2
2981,0.835,0.487,3.201,1.374,2
2982,0.834,0.486,1.942,1.377,2
2983,0.835,0.484,1.938,1.376,2
2984,0.836,0.483,1.934,1.377,2
2985,0.836,0.483,1.937,1.377,2
2986,0.836,0.482,1.937,1.377,2
2987,0.836,0.482,1.937,1.139,2
2988,0.836,0.481,1.934,1.38,2
2989,0.839,0.48,1.934,1.128,2
2990,0.842,0.479,3.207,1.121,2
2991,1.461,0.477,3.208,1.132,4
2992,1.111,0.476,1.76,1.125,4
2993,1.11,0.474,1.757,1.114,4
2994,1.109,0.473,1.759,1.114,4
2995,1.104,0.472,1.757,1.114,4
2996,1.102,0.472,1.758,1.115,4
2997,1.105,0.472,1.758,1.115,4
2998,1.105,0.472,1.758,1.115,4
2999,1.101,0.472,1.758,1.116,4
3000,1.101,0.472,1.758,1.116,4
3001,1.103,0.472,1.758,1.12,4
3002,1.102,0.472,1.759,1.119,4
3003,1.105,0.472,1.76,1.112,4
3004,1.098,0.473,1.761,1.095,4
3005,1.5,0.473,1.763,1.122,4
3006,1.493,0.474,1.764,1.047,4
3007,1.486,0.475,1.766,0.571,4
3008,1.479,0.476,1.768,0.567,4
3009,1.468,0.478,1.77,0.568,4
3010,1.46,0.48,1.774,0.569,4
3011,1.456,0.481,1.775,0.569,4
3012,1.447,0.483,1.777,0.973,4
3013,1.436,0.484,1.782,0.985,4
3014,1.427,0.486,1.784,0.991,4
3015,1.419,0.488,1.993,0.576,4
3016,1.412,0.49,1.794,0.574,4
3017,1.406,0.492,1.796,0.579,4
3018,1.397,0.494,1.797,1.039,4
3019,1.389,0.497,1.595,1.265,1
3020,1.315,0.499,1.6,1.271,1
3021,1.304,0.502,1.606,1.28,1
3022,1.299,0.504,1.618,0.856,1
3023,1.358,0.508,1.631,0.865,1
3024,1.349,0.512,1.64,1.076,1
3025,1.339,0.516,1.653,1.323,1
3026,1.329,0.521,1.667,1.338,1
3027,1.318,0.527,1.679,0.915,1
3028,1.306,0.533,1.695,0.928,1
3029,1.295,0.539,1.714,0.941,1
3030,1.284,0.545,1.728,0.951,1
3031,1.266,0.552,1.749,0.972,1
3032,1.248,0.559,1.763,0.989,1
3033,1.233,0.566,1.783,1.013,1
3034,1.212,0.573,1.799,1.034,1
3035,1.164,0.58,1.818,1.501,1
3036,1.145,0.587,1.828,1.517,1
3037,1.123,0.594,1.896,1.541,1
3038,1.103,0.601,1.911,1.561,1
3039,1.081,0.608,1.908,0.971,1
3040,1.061,0.616,1.907,0.992,1
3041,1.043,0.623,1.908,1.01,1
3042,1.024,0.63,1.915,1.638,1
3043,1.005,0.637,2.109,1.658,1
3044,0.985,0.645,1.999,1.679,1
3045,0.966,0.652,2.015,1.61,1
3046,0.947,0.659,2.109,1.723,1
3047,0.928,0.664,2.2,1.643,1
3048,0.91,0.668,3.023,1.666,1
3049,0.893,0.675,3.02,1.684,2
3050,0.874,0.683,3.01,1.624,2
3051,0.856,0.689,3.005,1.64,2
3052,0.837,0.69,2.998,1.658,2
3053,0.822,0.691,2.989,1.862,2
3054,1.091,0.693,2.983,1.698,1
3055,1.088,0.694,2.98,1.218,1
3056,1.442,0.697,2.975,1.135,1
3057,1.44,0.695,2.279,1.133,1
3058,1.445,0.695,2.282,1.128,1
3059,1.444,0.696,2.977,1.151,1
3060,1.442,0.697,2.976,1.138,1
3061,1.439,0.698,2.975,1.156,1
3062,1.437,0.699,2.974,1.158,1
3063,1.436,0.699,2.973,1.14,1
3064,1.435,0.699,2.973,1.141,1
3065,1.43,0.7,2.973,1.142,1
3066,1.427,0.701,2.972,1.148,1
3067,1.422,0.703,2.97,1.156,1
3068,1.056,0.706,2.967,1.17,1
3069,1.047,0.709,2.964,1.182,1
3070,1.041,0.714,2.959,0.804,1
3071,1.031,0.72,2.953,1.134,1
3072,1.026,0.726,2.947,1.7,1
3073,1.018,0.733,2.941,1.781,1
3074,1.01,0.74,2.934,1.792,1
3075,0.667,0.747,2.927,1.81,2
3076,0.645,0.755,2.92,1.829,2
3077,0.625,0.763,2.912,1.848,2
3078,0.609,0.77,2.905,1.868,2
3079,0.593,0.778,2.898,1.89,2
3080,0.575,0.785,2.891,1.343,2
3081,0.565,0.788,2.885,1.358,2
3082,0.554,0.783,2.88,2.172,2
3083,0.548,0.776,2.88,1.726,2
3084,0.549,0.774,2.882,1.584,2
3085,0.553,0.774,2.884,1.582,2
3086,0.556,0.771,2.887,1.575,2
3087,0.563,0.77,2.888,1.575,2
3088,0.569,0.769,2.889,1.578,2
3089,0.569,0.769,2.889,1.575,2
3090,0.998,0.768,2.89,1.559,1
3091,0.995,0.768,2.417,1.578,1
3092,0.995,0.767,2.892,1.559,1
3093,0.994,0.766,2.892,5.0,1
3094,0.996,0.766,2.891,1.565,1
3095,0.995,0.766,2.891,1.559,1
3096,0.99,0.766,2.89,1.565,1
3097,0.985,0.765,2.887,1.595,1
3098,0.978,0.764,2.884,1.144,1
3099,0.968,0.763,2.878,1.154,1
3100,0.956,0.766,2.871,1.585,1
3101,0.942,0.765,2.864,1.781,1
3102,0.928,0.768,2.859,1.563,1
3103,0.913,0.768,2.848,5.0,1
3104,0.898,0.771,2.839,5.0,2
3105,0.882,0.771,2.83,1.554,2
3106,0.865,0.77,2.82,1.57,2
3107,0.848,0.764,2.811,1.588,2
3108,0.832,0.765,2.802,1.56,2
3109,0.816,0.766,2.793,1.584,2
3110,0.802,0.767,2.785,1.587,2
3111,0.786,0.768,2.779,1.274,2
3112,0.781,0.768,2.778,1.607,2
3113,0.782,0.769,2.781,1.608,2
3114,0.783,0.768,2.783,0.946,2
3115,0.785,0.77,2.783,0.941,2
3116,0.785,0.768,2.783,0.942,2
3117,0.784,0.767,2.783,0.941,2
3118,0.784,0.868,2.784,0.949,2
3119,0.783,0.87,2.785,0.911,2
3120,0.783,0.87,2.339,0.909,2
3121,0.782,0.869,2.34,0.905,2
3122,0.78,0.771,2.783,0.903,2
3123,0.779,0.766,2.787,0.898,2
3124,0.778,0.76,2.136,5.0,2
3125,0.777,0.754,2.135,4.301,2
3126,0.776,0.749,2.137,0.933,2
3127,0.776,0.747,2.145,0.911,2
3128,0.776,0.746,2.15,0.886,2
3129,0.777,0.748,2.151,0.881,2
3130,0.777,0.747,2.151,0.879,2
3131,0.78,0.747,2.802,0.879,2
3132,0.78,0.747,2.805,0.875,2
3133,0.779,0.746,2.147,0.874,2
3134,0.785,0.391,2.155,0.869,2
3135,1.556,0.386,2.646,0.868,4
3136,0.828,0.374,2.643,0.866,2
3137,0.782,0.372,2.643,0.864,2
3138,0.777,0.371,2.644,0.862,2
3139,0.776,0.366,2.645,0.862,2
3140,0.775,0.364,2.815,0.865,2
3141,0.774,0.366,2.724,0.901,2
3142,0.776,0.375,2.651,0.862,2
3143,0.779,0.746,2.821,0.858,2
3144,0.796,0.75,2.646,0.856,2
3145,1.807,0.364,2.647,0.852,4
3146,1.799,0.354,2.405,0.851,4
3147,1.798,0.352,2.651,0.852,4
3148,0.944,0.35,2.653,0.852,4
3149,1.795,0.35,2.654,0.853,4
3150,0.935,0.35,2.654,0.854,4
3151,0.942,0.35,2.651,0.854,4
3152,1.794,0.35,2.65,0.854,4
3153,1.794,0.35,2.654,0.854,4
3154,0.938,0.35,2.655,0.855,4
3155,0.937,0.35,2.655,0.855,4
3156,0.937,0.35,2.655,0.855,4
3157,0.943,0.35,2.652,0.856,4
3158,0.939,0.35,2.652,0.856,4
3159,0.933,0.35,2.653,0.856,4
3160,0.936,0.35,2.656,0.856,4
3161,0.936,0.35,2.656,0.856,4
3162,0.932,0.35,2.656,0.856,4
3163,0.935,0.35,2.656,0.856,4
3164,0.935,0.35,2.653,0.856,4
3165,0.935,0.35,2.66,0.856,4
3166,0.935,0.35,2.657,0.86,4
3167,0.931,0.35,2.654,0.86,4
3168,0.935,0.35,2.657,0.86,4
3169,0.931,0.353,2.66,0.857,4
3170,0.933,0.353,2.658,0.859,4
3171,0.93,0.744,2.66,0.865,1
3172,0.923,0.743,2.655,0.867,1
3173,0.915,0.743,2.661,0.876,1
3174,0.909,0.74,2.664,0.879,1
3175,0.902,0.74,2.668,0.888,1
3176,0.893,0.733,2.672,0.903,2
3177,0.886,0.726,2.157,0.906,2
3178,1.717,0.376,2.151,0.902,4
3179,1.704,0.371,2.149,0.909,4
3180,2.695,0.372,2.145,0.915,4
3181,2.682,0.377,2.14,0.924,4
3182,2.672,0.396,2.709,0.933,4
3183,2.659,0.692,2.714,0.941,1
3184,2.647,0.688,2.718,0.95,1
3185,2.636,0.684,2.705,0.956,1
3186,2.625,0.68,2.727,0.964,1
3187,2.616,0.46,2.73,0.971,4
3188,2.608,0.674,2.733,0.979,1
3189,2.598,0.461,2.105,0.989,4
3190,2.586,0.469,2.094,0.925,4
3191,2.579,0.662,2.05,0.933,1
3192,2.562,0.658,2.052,0.943,1
3193,2.552,0.655,2.041,0.959,1
3194,2.538,0.651,2.073,0.971,1
3195,1.498,0.647,2.075,0.984,1
3196,1.48,0.644,2.027,0.998,1
3197,1.465,0.511,2.025,1.013,1
3198,1.449,0.527,2.058,1.028,1
3199,1.429,0.633,2.052,1.045,1
3200,1.414,0.626,2.042,1.062,1
3201,1.396,0.582,1.993,1.132,1
3202,1.378,0.584,1.98,0.571,1
3203,1.359,0.613,1.977,0.582,1
3204,1.344,0.614,2.798,0.594,1
3205,1.325,0.611,2.803,0.61,1
3206,1.306,0.607,1.999,0.622,1
3207,2.287,0.603,1.992,0.638,1
3208,2.266,0.599,2.81,0.655,1
3209,2.245,0.595,2.065,0.674,1
3210,2.224,0.591,2.097,0.69,1
3211,2.204,0.585,2.829,0.703,1
3212,2.184,0.582,2.081,0.719,1
3213,2.164,0.579,2.823,0.738,1
3214,2.145,0.578,2.823,0.753,1
3215,2.126,0.575,2.025,0.769,1
3216,2.108,0.572,2.8,0.783,1
3217,2.089,0.569,2.787,0.798,1
3218,2.07,0.566,2.772,0.813,1
3219,2.051,0.563,2.146,0.827,1
3220,2.032,0.559,2.138,0.843,1
3221,2.013,0.556,2.102,0.858,1
3222,1.995,0.553,2.723,0.873,1
3223,1.976,0.549,2.085,0.887,1
3224,1.957,0.546,1.875,0.902,1
3225,1.939,0.542,1.863,0.917,1
3226,1.92,0.538,1.862,0.931,1
3227,1.902,0.534,1.862,0.945,1
3228,1.884,0.53,1.906,0.959,1
3229,0.592,0.527,1.876,0.974,2
3230,0.587,0.523,1.871,0.989,2
3231,0.583,0.519,1.853,1.003,2
3232,0.576,0.515,1.852,1.018,2
3233,0.575,0.511,1.849,1.031,2
3234,0.572,0.507,1.852,1.044,2
3235,0.568,0.504,1.848,1.057,2
3236,0.803,0.5,1.849,1.064,2
3237,0.801,0.498,1.851,1.063,2
3238,0.802,0.497,1.849,1.071,2
3239,0.802,0.497,1.853,1.076,2
3240,0.802,0.496,1.853,1.062,2
3241,0.802,0.496,1.853,1.064,2
3242,0.802,0.496,1.854,1.099,2
3243,0.802,0.495,1.814,1.085,2
3244,0.802,0.494,1.855,1.057,2
3245,0.804,0.493,1.817,1.053,2
3246,1.542,0.492,1.867,1.052,4
3247,1.542,0.491,1.865,1.051,4
3248,1.545,0.49,2.005,1.046,4
3249,1.754,0.489,2.063,1.045,4
3250,1.754,0.489,1.932,1.045,4
3251,1.753,0.489,1.97,1.046,4
3252,1.753,0.489,1.938,1.046,4
3253,1.754,0.489,1.971,1.046,4
3254,1.753,0.489,1.971,1.046,4
3255,1.752,0.488,1.932,1.047,4
3256,1.749,0.488,1.941,1.049,4
3257,1.745,0.487,1.93,1.052,4
3258,0.589,0.487,2.018,1.057,2
3259,0.59,0.486,1.919,1.062,2
3260,0.59,0.486,1.913,1.068,2
3261,1.715,0.484,1.911,1.076,4
3262,1.706,0.483,1.89,1.083,4
3263,1.697,0.482,1.859,1.09,4
3264,1.69,0.481,1.855,1.096,4
3265,1.684,0.48,1.853,1.102,4
3266,1.677,0.48,1.852,1.108,4
3267,1.47,0.48,1.848,1.114,4
3268,1.663,0.48,1.846,1.121,4
3269,1.453,0.481,1.844,1.128,4
3270,1.449,0.481,1.842,1.136,4
3271,1.435,0.482,1.84,1.144,4
3272,1.428,0.483,1.837,1.153,4
3273,1.417,0.485,1.834,1.165,4
3274,1.415,0.486,1.832,0.582,4
3275,1.417,0.488,1.829,1.184,4
3276,1.592,0.49,1.822,0.584,4
3277,1.581,0.492,1.819,1.203,4
3278,1.571,0.494,1.816,1.213,4
3279,1.56,0.496,1.813,1.219,1
3280,1.55,0.497,1.809,1.229,1
3281,1.54,0.499,1.806,1.239,1
3282,1.529,0.502,1.802,1.25,1
3283,1.518,0.504,1.798,1.261,1
3284,1.505,0.507,1.794,1.274,1
3285,1.491,0.511,1.788,1.288,1
3286,1.476,0.515,1.782,1.303,1
3287,1.46,0.52,1.776,0.609,1
3288,1.443,0.524,1.767,1.337,1
3289,1.426,0.53,1.76,0.618,1
3290,1.408,0.535,1.753,0.61,1
3291,1.39,0.541,1.746,1.391,1
3292,1.372,0.546,1.739,0.62,1
3293,1.354,0.553,1.732,0.64,1
3294,1.336,0.558,1.725,0.646,1
3295,1.318,0.564,1.718,0.649,1
3296,1.3,0.57,1.711,0.641,1
3297,1.282,0.576,1.704,0.65,1
3298,1.264,0.583,1.697,0.999,1
3299,1.245,0.589,1.69,1.017,1
3300,1.225,0.595,1.683,1.035,1
3301,1.206,0.601,1.676,1.054,1
3302,1.186,0.608,1.669,1.074,1
3303,1.167,0.614,1.662,1.096,1
3304,1.147,0.621,1.655,1.115,1
3305,1.131,0.627,1.647,0.71,1
3306,1.111,0.633,1.64,0.709,1
3307,1.091,0.64,1.633,0.712,1
3308,1.072,0.646,1.626,0.716,1
3309,1.052,0.653,1.618,0.726,1
3310,1.03,0.659,1.611,0.732,1
3311,1.011,0.663,1.604,0.738,1
3312,0.991,0.67,1.596,0.741,1
3313,0.972,0.682,1.589,0.744,1
3314,0.952,0.686,1.581,1.323,1
3315,0.933,0.693,1.571,1.875,1
3316,0.914,0.7,1.559,1.895,1
3317,0.895,0.707,1.551,1.912,2
3318,0.876,0.714,1.542,1.411,2
3319,0.857,0.721,1.534,0.78,2
3320,0.838,0.728,1.525,0.791,2
3321,0.819,0.735,1.514,0.798,2
3322,0.801,0.742,1.507,0.804,2
3323,0.785,0.747,1.502,0.812,2
3324,0.776,0.748,1.5,2.047,2
3325,0.777,0.746,1.502,0.807,2
3326,0.78,0.744,1.505,0.839,2
3327,0.78,0.744,1.506,0.844,2
3328,0.78,0.744,1.506,0.844,2
3329,0.779,0.744,1.509,0.834,2
3330,0.779,0.744,1.509,0.833,2
3331,0.779,0.743,1.51,0.832,2
3332,0.779,0.743,1.51,0.83,2
3333,0.778,0.743,1.511,0.829,2
3334,0.778,0.743,1.511,1.48,2
3335,0.778,0.743,1.512,0.834,2
3336,0.778,0.742,1.512,1.48,2
3337,0.778,0.742,1.513,1.48,2
3338,0.78,0.741,1.515,1.48,2
3339,0.779,0.744,1.515,0.811,2
3340,0.774,0.743,1.514,0.78,2
3341,0.773,0.748,1.515,0.773,2
3342,0.772,0.743,1.516,0.766,2
3343,0.771,0.738,1.519,0.762,2
3344,0.77,0.737,1.52,0.759,2
3345,0.769,0.737,1.525,0.756,2
3346,0.768,0.739,1.527,0.774,2
3347,0.767,0.739,1.53,0.754,2
3348,0.766,0.743,1.531,0.744,2
3349,0.766,0.749,1.536,0.738,2
3350,0.771,1.151,1.541,0.735,2
3351,0.875,0.746,1.559,0.728,2
3352,0.818,0.789,1.546,0.725,2
3353,0.768,0.784,1.551,0.723,2
3354,0.767,0.783,1.554,0.72,2
3355,0.767,0.784,1.574,0.722,2
3356,0.77,0.81,1.577,0.718,2
3357,0.773,0.769,2.911,0.713,2
3358,0.786,0.763,2.912,0.711,2
3359,0.797,0.756,2.913,0.709,2
3360,1.543,0.753,1.606,0.707,1
3361,1.544,0.749,1.586,0.706,1
3362,0.78,0.746,1.607,0.705,2
3363,1.544,0.743,1.615,0.705,1
3364,1.543,0.745,1.611,0.707,1
3365,1.541,0.741,1.609,0.709,1
3366,1.54,0.741,1.608,0.71,1
3367,1.539,0.741,1.608,0.711,1
3368,1.538,0.74,1.61,0.712,1
3369,1.534,0.739,1.606,0.716,1
3370,1.527,0.737,1.599,0.722,1
3371,1.518,0.733,1.592,0.732,1
