d3mIndex,N0,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,N11,N12,N13,N14,N15,N16,N17,P1,P2,class
1257,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,2,0,0,0
1258,0,0,1,2,0,1,1,1,0,1,0,0,2,0,0,2,0,1,1,1,0
1259,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1260,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,1,0,0,1,1,0
1261,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0
1262,0,0,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,0,1,1,0
1263,0,0,2,0,1,1,1,1,0,1,0,0,1,0,0,0,1,1,0,1,0
1264,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,1,0,1,1,1,0
1265,0,0,0,1,1,0,0,2,0,2,0,2,0,0,0,2,0,1,0,0,0
1266,0,0,1,2,0,1,1,2,0,0,1,1,0,0,0,1,0,1,2,1,0
1267,0,0,1,1,1,1,1,0,1,2,0,1,0,0,1,0,1,0,1,2,0
1268,0,0,0,2,1,0,0,1,0,0,0,2,2,0,0,2,0,1,2,0,0
1269,0,0,0,0,2,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0
1270,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0
1271,0,0,1,1,0,0,1,2,1,1,0,2,0,0,0,0,1,1,0,0,0
1272,0,0,1,2,1,1,1,0,1,2,0,2,0,0,0,2,0,0,0,0,0
1273,0,0,1,1,0,2,0,0,0,1,0,0,1,0,1,1,1,1,0,0,0
1274,0,0,1,1,0,1,0,1,1,2,0,0,0,0,0,2,1,0,1,1,0
1275,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0
1276,0,1,0,1,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0
1277,0,0,0,2,0,2,0,2,1,1,0,1,0,0,0,1,1,1,0,0,0
1278,0,0,0,2,0,1,1,1,1,1,0,1,1,0,0,0,1,2,0,0,0
1279,0,0,1,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1280,0,0,1,1,1,1,0,0,2,1,0,1,0,0,0,1,0,0,1,1,0
1281,0,1,0,1,1,2,0,0,1,1,0,2,2,0,0,1,0,0,0,0,0
1282,0,0,1,2,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0
1283,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0
1284,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0,1,1,1,1,1,0
1285,0,0,1,1,0,1,2,0,0,1,0,1,0,0,0,0,1,1,0,0,0
1286,0,0,1,1,0,1,0,0,1,2,0,1,0,0,0,1,1,0,1,1,0
1287,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1288,0,1,0,2,1,0,0,1,0,2,0,1,0,0,0,0,0,0,1,1,0
1289,0,0,2,1,0,0,2,0,1,1,0,0,0,0,0,0,1,1,1,1,0
1290,0,0,0,2,0,0,1,1,0,0,0,2,2,0,0,0,0,0,0,0,0
1291,0,0,1,1,1,0,0,2,0,2,0,0,0,0,0,1,1,0,0,0,0
1292,0,0,0,2,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,2,0
1293,0,0,1,1,0,1,1,0,1,2,0,0,0,0,0,1,0,1,0,0,0
1294,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0
1295,0,0,0,0,0,2,1,2,1,0,0,1,1,0,0,0,1,1,0,0,0
1296,0,1,0,1,0,0,0,0,0,2,0,2,1,1,0,0,1,0,0,0,0
1297,0,0,1,0,1,1,0,1,1,1,0,1,0,0,0,2,0,1,1,1,0
1298,0,0,1,2,0,1,0,0,0,0,0,2,1,0,0,0,1,1,0,2,0
1299,0,2,0,0,0,1,1,0,0,1,0,2,0,1,0,0,0,1,0,0,0
1300,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,2,0,0,0
1301,0,0,0,1,0,1,0,2,0,1,0,2,1,0,0,2,1,0,1,1,0
1302,1,0,0,0,0,1,1,1,1,1,0,2,0,0,0,1,2,0,0,0,0
1303,0,1,1,0,0,1,0,0,0,2,1,2,0,0,0,0,0,1,1,1,0
1304,0,0,0,2,0,1,1,2,1,1,0,1,0,1,1,0,0,2,1,0,0
1305,0,2,0,1,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0
1306,0,0,1,1,1,1,1,2,1,2,0,1,1,0,0,0,0,0,0,0,0
1307,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,1,1,1,1,1,0
1308,0,1,2,0,0,0,1,0,1,0,0,2,1,0,1,0,0,0,0,0,0
1309,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,2,0,0,0
1310,0,0,1,1,0,2,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0
1311,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,1,1,1,1,0
1312,0,0,1,2,0,0,0,1,0,1,0,1,0,1,0,1,1,1,2,0,0
1313,0,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
1314,0,0,0,0,0,0,0,1,1,2,0,1,0,0,0,0,0,0,1,1,0
1315,0,0,2,2,1,1,1,0,0,1,0,0,1,1,0,1,1,0,0,2,0
1316,0,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,2,1,1,0
1317,0,1,0,0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,1,1,0
1318,0,2,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0
1319,0,1,1,1,0,0,1,0,1,0,0,1,1,0,0,2,0,1,1,0,0
1320,0,0,1,0,0,1,2,2,0,1,0,0,1,0,0,0,1,0,1,1,0
1321,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1322,0,0,1,2,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0
1323,0,0,1,1,0,2,0,0,0,2,0,1,1,0,1,1,0,0,0,0,0
1324,0,0,1,2,0,2,1,1,0,1,0,0,1,0,0,2,1,1,0,0,0
1325,0,0,2,1,0,1,0,2,0,0,0,2,1,0,0,0,0,1,0,0,0
1326,0,0,1,2,1,1,0,1,0,2,0,0,1,0,0,0,0,0,1,1,0
1327,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,2,0,0,0
1328,0,0,1,1,0,1,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0
1329,0,0,2,2,0,0,0,1,0,0,0,2,0,0,0,1,0,2,0,0,0
1330,0,0,2,1,0,0,0,1,1,1,0,2,1,0,0,0,0,0,1,1,0
1331,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
1332,0,0,1,1,0,2,2,2,0,1,0,1,0,0,0,0,0,2,0,0,0
1333,0,0,0,1,1,2,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0
1334,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,1,0,1,1,0
1335,1,0,0,1,0,1,0,1,1,1,0,1,1,0,0,0,1,1,0,0,0
1336,0,0,0,1,0,1,1,2,1,1,0,1,1,1,0,1,1,1,0,0,0
1337,0,1,2,1,1,1,0,2,1,1,0,1,2,1,0,0,0,0,1,1,0
1338,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1339,1,0,1,1,0,2,0,0,0,2,0,0,0,0,1,2,0,2,0,0,0
1340,0,1,0,1,0,2,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0
1341,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,2,0
1342,0,1,0,0,0,1,1,1,1,2,0,0,1,0,1,0,0,0,0,0,0
1343,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,2,1,1,0
1344,0,0,1,0,0,1,0,1,1,1,0,2,0,0,0,0,0,1,0,0,0
1345,0,2,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0
1346,0,0,0,2,0,2,1,0,0,1,0,1,1,0,1,0,2,1,0,0,0
1347,0,0,0,1,1,1,1,1,1,0,0,2,0,0,0,1,0,1,1,1,0
1348,0,0,2,1,0,0,0,2,0,1,0,0,1,0,1,1,0,2,0,0,0
1349,0,2,0,0,1,1,0,0,0,0,0,2,1,0,1,0,0,2,1,1,0
1350,0,0,1,2,0,1,1,1,0,0,0,2,0,0,0,2,1,0,0,0,0
1351,0,1,2,1,0,0,0,0,0,2,0,1,1,0,0,0,2,2,1,1,0
1352,0,0,2,1,0,0,0,1,1,1,0,0,0,1,1,0,0,2,1,1,0
1353,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0
1354,0,0,1,1,0,2,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0
1355,0,1,2,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,1,0
1356,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,1,0,1,0,0,0
1357,0,0,2,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
1358,0,0,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0
1359,0,0,0,1,0,2,0,0,1,1,0,0,0,0,1,1,0,2,0,0,0
1360,0,0,0,1,0,2,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0
1361,0,0,1,0,0,0,0,1,1,1,0,2,1,0,0,0,0,0,0,0,0
1362,0,0,0,2,0,1,0,1,0,1,0,1,1,0,1,0,0,2,0,0,0
1363,0,0,1,0,0,1,0,1,0,1,0,1,1,0,0,2,1,1,0,0,0
1364,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0
1365,0,0,1,1,0,1,0,0,1,2,0,0,1,0,0,1,0,2,2,0,0
1366,0,0,0,2,0,2,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0
1367,0,1,1,0,0,0,1,0,0,2,0,1,0,0,0,1,0,0,0,0,0
1368,0,0,0,1,0,0,1,0,0,0,0,2,1,0,0,1,0,1,0,0,0
1369,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0
1370,0,1,0,1,0,2,1,0,0,1,0,1,0,0,1,1,1,1,0,0,0
1371,0,0,2,1,1,1,1,1,0,1,0,1,2,0,0,0,0,1,1,1,0
1372,0,0,2,1,0,2,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0
1373,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,2,1,0,0,0,0
1374,0,0,1,2,1,1,2,0,1,0,0,1,0,0,0,1,0,2,0,0,0
1375,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
1376,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,1,1,2,0,0,0
1377,0,0,1,1,1,0,2,1,0,2,0,2,0,0,1,2,1,1,0,2,0
1378,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0,2,0,0,0
1379,0,0,1,2,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0
1380,0,0,1,1,0,1,0,0,1,0,0,0,1,0,2,1,1,0,1,1,0
1381,0,0,2,2,1,1,1,2,0,0,0,2,0,0,0,0,0,1,0,0,0
1382,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1383,0,1,1,0,0,0,0,0,0,0,0,2,0,1,1,2,1,1,1,1,0
1384,0,0,0,2,0,1,1,2,0,1,0,2,0,0,0,1,1,1,2,0,0
1385,0,0,1,1,0,0,1,0,1,0,0,2,1,0,1,0,1,0,0,0,0
1386,0,0,0,1,1,1,0,1,0,2,0,2,0,0,1,0,0,1,2,0,0
1387,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,1,1,1,0
1388,0,0,1,2,1,0,0,1,1,1,0,1,0,0,1,0,1,1,0,0,0
1389,0,0,0,1,0,1,0,0,1,0,0,2,0,0,0,1,0,1,0,2,0
1390,0,1,1,0,1,1,1,0,1,2,0,1,0,0,0,2,0,0,0,0,0
1391,0,0,1,1,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0
1392,0,1,0,2,0,1,0,0,2,0,0,1,0,0,0,0,0,1,1,1,0
1393,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,1,2,0,2,0
1394,0,0,1,1,0,1,2,1,1,0,0,1,0,0,0,2,0,1,0,0,0
1395,0,0,1,2,0,0,0,0,0,0,0,0,2,1,0,2,0,0,0,0,0
1396,0,0,2,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1397,0,0,1,2,0,0,1,1,0,0,0,2,1,0,0,1,1,0,0,2,0
1398,0,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0
1399,0,1,1,1,0,2,0,1,0,1,0,1,0,1,0,2,2,2,0,0,0
1400,0,0,1,1,1,1,0,1,1,0,0,1,1,0,0,1,1,1,0,0,0
1401,0,1,0,0,0,2,1,0,2,0,0,2,1,0,1,1,0,1,0,0,0
1402,0,1,0,2,1,1,0,0,0,0,0,1,0,0,0,1,1,2,0,2,0
1403,0,0,1,2,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1404,0,0,2,0,1,1,0,2,0,0,0,0,1,0,0,1,0,1,1,1,0
1405,0,0,0,2,0,2,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
1406,0,1,0,2,0,1,0,1,1,2,1,1,1,0,0,1,0,0,0,0,0
1407,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0
1408,0,0,2,2,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0
1409,0,0,2,1,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0
1410,0,1,0,1,0,0,0,1,1,0,0,2,0,0,0,1,0,1,0,0,0
1411,0,1,1,2,0,2,1,1,0,1,0,1,2,0,0,2,0,0,1,1,0
1412,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
1413,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0
1414,0,0,0,1,1,1,0,1,1,0,0,1,1,0,0,0,1,2,0,0,0
1415,0,0,1,1,1,2,0,2,0,0,0,0,1,0,0,1,1,0,0,0,0
1416,0,0,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,1,1,0
1417,0,0,0,1,1,1,0,1,1,2,0,1,0,0,0,0,1,0,0,0,0
1418,0,1,0,1,1,0,1,1,0,1,0,2,0,0,0,1,0,0,0,0,0
1419,0,0,1,0,2,2,0,0,1,1,0,0,1,0,0,1,1,2,0,0,0
1420,0,0,0,1,1,1,1,0,0,2,0,1,0,0,0,0,1,1,0,0,0
1421,0,0,1,1,0,1,0,1,0,2,0,0,0,0,0,0,1,2,0,1,0
1422,0,0,0,0,0,2,1,1,0,1,0,2,0,0,0,1,0,0,0,0,0
1423,0,0,0,1,0,1,2,1,1,2,0,1,0,1,0,0,0,0,1,1,0
1424,0,0,1,1,0,2,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0
1425,0,0,1,1,0,1,1,1,0,1,0,2,1,1,0,1,0,1,1,1,0
1426,0,0,1,2,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0
1427,0,0,2,0,0,0,1,0,0,1,0,0,0,0,1,2,1,0,0,0,0
1428,0,1,0,1,0,2,0,2,0,1,0,1,1,0,0,1,0,1,1,1,0
1429,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0
1430,0,0,0,2,0,0,0,1,0,0,0,2,0,0,0,1,0,1,0,0,0
1431,0,0,1,0,0,2,0,2,0,1,0,2,0,0,0,1,1,0,0,0,0
1432,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,2,1,0,1,1,0
1433,0,0,1,2,0,2,0,2,2,1,0,2,0,0,1,1,0,0,0,0,0
1434,0,0,1,1,1,2,0,1,0,0,0,2,0,0,0,0,1,1,1,1,0
1435,0,0,0,1,0,0,0,2,1,2,0,2,0,0,0,2,1,1,0,0,0
1436,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
1437,0,0,0,2,2,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0
1438,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
1439,0,0,1,1,0,1,2,1,0,1,0,0,1,1,0,1,0,0,1,1,0
1440,0,0,0,1,1,1,2,1,0,0,0,2,1,0,1,1,0,0,1,1,0
1441,0,0,1,2,1,0,0,2,0,0,0,1,0,0,0,2,0,1,0,0,0
1442,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,2,0,1,0,0,0
1443,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0
1444,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0
1445,0,1,0,1,1,1,1,1,0,2,0,2,0,0,0,1,1,2,1,1,0
1446,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
1447,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0
1448,0,0,1,1,1,1,0,2,0,1,0,1,0,0,0,2,0,1,1,1,0
1449,0,0,0,2,1,0,1,1,1,1,0,2,0,0,0,0,1,0,0,2,0
1450,0,0,2,0,1,1,1,1,0,1,0,2,1,0,0,2,0,0,0,0,0
1451,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0
1452,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0
1453,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
1454,0,0,0,0,0,0,0,1,0,1,0,2,1,0,1,1,0,1,0,0,0
1455,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
1456,0,0,1,1,0,0,0,1,0,1,0,1,1,0,0,1,1,0,1,1,0
1457,0,0,1,1,0,2,1,1,0,1,0,1,2,0,0,0,1,1,0,1,0
1458,0,1,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,1,0,0,0
1459,1,0,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1,1,0
1460,0,0,1,0,0,1,1,1,1,2,0,2,0,0,0,2,0,0,0,0,0
1461,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0
1462,0,0,0,2,1,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0
1463,0,0,1,0,0,0,2,0,0,1,0,1,1,0,0,1,0,2,0,0,0
1464,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,1,0,1,0,0,0
1465,0,0,1,0,1,0,2,1,0,1,0,1,1,0,0,1,0,2,2,0,0
1466,0,0,0,1,0,0,0,1,0,1,0,2,0,1,0,2,1,1,1,1,0
1467,0,0,0,1,0,1,0,2,0,1,0,1,1,0,0,1,0,2,0,0,0
1468,0,0,1,1,1,1,1,1,1,2,0,2,0,0,0,0,1,1,1,1,0
1469,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0
1470,0,0,1,0,0,1,1,2,0,1,0,0,2,0,0,0,0,2,0,0,0
1471,0,0,0,0,0,2,0,1,0,1,0,2,0,0,0,0,1,1,0,2,0
1472,0,0,2,0,0,1,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0
1473,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,1,1,1,0
1474,0,0,0,2,1,1,1,1,0,1,0,1,2,0,0,1,2,2,0,0,0
1475,0,0,0,1,0,2,0,1,0,0,0,0,1,1,0,2,1,1,0,0,0
1476,0,0,0,0,0,1,1,2,1,2,0,1,1,1,0,1,2,2,0,0,0
1477,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,2,0
1478,0,0,0,1,0,2,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0
1479,0,0,1,1,0,2,0,1,0,2,0,1,0,0,0,1,1,1,0,0,0
1480,0,0,0,1,2,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0
1481,0,1,1,2,0,2,0,2,1,0,0,1,1,0,0,1,1,1,0,0,0
1482,0,0,2,0,0,1,0,1,1,0,0,2,1,0,1,1,0,1,0,1,0
1483,0,1,0,1,1,0,1,1,1,2,0,1,0,0,1,0,1,0,1,1,0
1484,0,0,0,1,0,1,1,1,0,1,0,1,1,0,0,1,1,1,1,1,0
1485,0,1,0,0,1,1,0,1,0,0,0,1,1,1,0,0,1,2,0,2,0
1486,0,0,0,0,0,1,0,1,2,1,1,1,2,0,0,2,1,1,0,0,0
1487,0,1,1,1,0,1,0,0,1,1,0,1,1,1,0,2,0,1,0,0,0
1488,0,1,1,0,2,0,1,2,1,1,0,1,0,0,0,0,0,0,1,1,0
1489,0,1,0,0,0,0,2,1,1,1,0,0,1,0,0,0,0,1,0,0,0
1490,0,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,1,0
1491,0,0,0,0,1,1,0,2,0,0,0,0,2,0,0,1,0,0,1,1,0
1492,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,2,0,0,0
1493,0,0,0,1,1,0,0,1,0,0,0,2,0,0,1,1,0,0,0,0,0
1494,0,1,2,1,1,1,1,0,0,1,0,1,1,0,0,1,0,1,1,1,0
1495,0,0,2,2,0,0,1,2,0,1,0,1,1,0,1,2,0,1,2,0,0
1496,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0
1497,0,0,1,2,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0
1498,0,0,0,2,0,0,0,2,0,0,0,2,0,1,0,1,0,1,0,0,0
1499,0,0,1,1,0,0,2,1,0,0,0,2,0,0,1,0,1,2,2,0,0
1500,0,0,1,1,0,2,1,1,0,2,0,1,2,0,0,1,0,1,0,0,0
1501,0,0,1,2,0,0,0,1,0,2,0,0,1,0,1,1,1,1,0,0,0
1502,0,0,1,2,0,0,0,0,1,1,0,2,0,0,1,1,0,0,0,0,0
1503,0,1,1,2,0,1,1,0,0,1,0,0,1,0,1,0,1,1,1,1,0
1504,0,0,1,1,1,0,1,1,1,0,0,1,0,0,1,0,1,1,1,1,0
1505,0,0,1,1,1,2,1,0,0,1,0,2,1,0,0,0,1,0,1,1,0
1506,0,1,1,2,0,1,1,1,0,2,0,1,0,0,0,0,1,1,0,0,0
1507,0,0,2,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
1508,0,0,1,2,1,1,1,1,1,2,0,2,1,1,0,1,1,0,0,0,0
1509,0,1,1,0,0,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0
1510,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,1,1,1,0,0,0
1511,0,0,0,1,0,2,0,1,0,1,0,1,1,0,1,1,0,1,0,0,0
1512,0,0,0,1,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0
1513,0,0,1,0,2,1,0,2,0,1,0,0,0,0,1,0,0,1,0,0,0
1514,0,0,0,0,0,0,2,0,0,1,0,0,1,1,0,1,1,0,0,0,0
1515,0,0,2,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0
1516,0,0,1,1,1,0,2,0,0,0,0,1,0,0,0,1,1,1,0,0,0
1517,0,0,2,1,1,2,1,0,1,1,0,2,0,0,0,0,0,1,0,1,0
1518,0,0,0,1,1,2,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0
1519,0,0,0,1,1,1,1,0,1,1,0,0,1,0,1,2,1,1,0,0,0
1520,0,0,2,1,0,1,0,1,0,2,0,0,0,0,0,0,1,1,0,0,0
1521,0,0,1,0,0,1,2,1,1,2,0,1,0,0,0,1,0,0,0,0,0
1522,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0
1523,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1524,1,0,1,0,0,2,1,2,0,1,0,0,1,0,0,0,0,2,0,0,0
1525,0,1,2,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0
1526,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
1527,0,1,0,1,0,1,0,2,0,0,0,0,0,0,0,1,0,2,0,0,0
1528,0,1,1,0,1,1,2,0,0,1,0,1,1,0,1,2,0,0,1,1,0
1529,1,0,1,0,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0
1530,0,1,2,0,1,2,1,2,0,2,0,0,0,1,0,0,1,1,0,0,0
1531,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0
1532,0,0,2,2,1,1,0,1,1,1,0,0,1,0,0,1,0,2,0,0,0
1533,0,0,1,1,0,1,1,1,1,2,1,1,0,0,0,1,0,0,0,2,0
1534,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0
1535,0,0,0,2,0,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0
1536,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0
1537,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
1538,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,2,0,0
1539,0,0,0,0,2,0,1,1,1,1,0,1,0,0,1,1,0,0,1,1,0
1540,0,0,2,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0
1541,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0
1542,0,1,1,0,0,1,1,1,1,2,0,1,0,0,0,1,0,1,1,1,0
1543,0,0,2,0,1,2,0,1,0,0,0,1,0,0,0,1,1,0,1,1,0
1544,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0
1545,0,0,0,2,1,0,0,1,1,2,0,0,0,0,0,1,2,1,1,1,0
1546,0,1,1,1,0,2,0,0,1,2,0,0,0,0,0,1,0,2,0,0,0
1547,0,0,2,1,0,2,1,2,0,1,0,1,1,0,0,0,1,1,0,0,0
1548,0,0,1,0,1,1,1,2,0,1,0,0,0,0,0,0,1,0,0,0,0
1549,0,0,1,2,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
1550,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
1551,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
1552,0,0,0,0,0,2,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0
1553,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1554,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,2,1,1,0,0,0
1555,0,0,1,1,0,0,0,2,0,0,0,1,0,0,0,0,0,1,1,1,0
1556,0,0,2,1,0,0,0,2,1,1,0,0,0,0,0,0,0,1,0,0,0
1557,0,0,1,2,0,0,0,1,0,2,0,1,0,1,1,1,0,2,1,1,0
1558,1,0,1,1,0,0,0,0,1,1,0,2,1,0,0,0,0,1,0,0,0
1559,0,0,0,0,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0
1560,0,0,1,1,0,2,2,1,0,0,0,0,0,0,0,0,1,1,0,2,0
1561,1,0,0,0,1,0,0,1,1,1,0,2,0,0,0,0,2,0,0,0,0
1562,0,0,2,0,0,1,0,1,0,1,1,1,1,0,0,0,1,1,0,0,0
1563,0,0,0,0,0,0,1,0,0,1,0,2,0,1,0,0,0,1,1,1,0
1564,0,0,1,1,0,1,0,1,0,2,0,1,0,0,0,1,1,1,1,1,0
1565,0,0,0,1,0,2,1,1,1,2,0,2,1,0,0,1,0,1,0,0,0
